Order,id,token,abs_frecuency,rel_frecuency,length,number_syllables,token_possition,number_token_sentences,number_synonyms,number_hyponyms,number_hypernyms,Part_of_speech,freq_relative_word_before,freq_relative_word_after,len_word_before,len_word_after,mtld_diversity,propn,aux,verb,adp,noun,nn,sym,num,avgTokenBert,complexity
8053,147636,compiladores,50,5.66748E-05,12,5,0.395348837,43,0,0,0,1,0.016249786,0.006528932,3,3,73.96,0,1,1,9,16,0,0,1,-0.03576753,0.2
8054,147648,riesgo,50,5.66748E-05,6,2,0.984375,64,0,0,0,1,0.000232366,0,4,0,127.4311111,0,1,12,8,16,0,0,0,-0.033316816,0.2
8055,148131,alcance,50,5.66748E-05,7,3,0.05,20,0,0,0,1,0.000691432,0.062481652,5,2,56,0,0,3,5,6,0,0,0,-0.033750028,0.2
8056,148232,sentencia,50,5.66748E-05,9,3,0.684210526,19,0,0,0,1,0.034261024,0.062481652,2,2,50.54,0,1,1,3,7,0,0,1,-0.034541131,0.2
8057,148240,criterios,50,5.66748E-05,9,3,0,3,0,0,0,1,0,0.062481652,0,2,0,1,0,0,1,1,0,0,0,-0.03324388,0.2
8058,148462,criterios,50,5.66748E-05,9,3,0.166666667,18,0,0,0,1,0.016249786,0.009542895,3,4,45.36,0,0,3,3,6,0,0,1,-0.035341344,0.2
8059,148580,compiladores,50,5.66748E-05,12,5,0.373626374,91,0,0,0,1,0.000733371,0.00107682,6,8,40.69366197,0,5,8,19,28,0,0,1,-0.035942007,0.6
8060,148702,ejercer,50,5.66748E-05,7,3,0.850746269,67,0,0,0,0,7.93447E-06,0.011993512,9,3,67,0,1,9,11,14,0,0,2,-0.032403311,0.2
8061,150088,aritméticas,50,5.66748E-05,11,4,0.25,36,0,0,0,8,0.000559947,0.005819364,11,4,60.48,2,1,5,4,9,0,0,0,-0.035873749,0.4
8062,150422,muestras,50,5.66748E-05,8,2,0.355263158,76,0,0,0,1,0.000154155,0.062481652,8,2,57.92627824,0,4,9,10,20,0,0,1,-0.033312884,0.2
8063,150555,aritméticas,50,5.66748E-05,11,4,0.375,40,0,0,0,8,8.50121E-05,0.001789789,7,4,56,1,1,3,4,9,0,0,1,-0.033096191,0.2
8064,150877,sentencia,50,5.66748E-05,9,3,0.44,25,0,0,0,1,0.001972282,0.000528209,4,7,25.96774194,3,0,1,3,7,0,0,0,-0.035159147,0.2
8065,150995,compiladores,50,5.66748E-05,12,5,0.770833333,48,0,0,0,1,0.062481652,0.002624041,2,3,40.07920792,0,2,7,4,13,0,0,0,-0.035361229,0.4
8066,151256,sentencia,50,5.66748E-05,9,3,0.341463415,82,0,0,0,1,2.38034E-05,0.007751973,13,2,36.29816514,0,8,7,14,20,0,0,0,-0.033925925,0.6
8067,151511,alcance,50,5.66748E-05,7,3,0.555555556,9,0,0,0,1,0.025177194,8.16116E-05,2,11,0,0,0,1,1,3,0,0,1,-0.033354972,0.2
8068,152659,compiladores,50,5.66748E-05,12,5,0.137931034,29,0,0,0,1,0.062481652,0.001804524,2,5,47.096,1,0,2,4,8,0,0,3,-0.034970624,0.2
8069,153237,aritméticas,50,5.66748E-05,11,4,0.954545455,22,0,0,0,8,0.000559947,0,11,0,67.76,0,1,2,5,7,0,0,0,-0.03566542,0.2
8070,153326,sentencia,50,5.66748E-05,9,3,0.243243243,111,0,0,0,1,0.000389922,0.000141687,1,3,26.35692771,0,9,11,20,24,0,0,3,-0.034673611,0.2
8071,153987,aritméticas,50,5.66748E-05,11,4,0.305084746,59,0,0,0,8,0.024604779,0.00305817,1,4,38.57279088,3,0,6,10,20,0,0,1,-0.034389712,0.6
8072,154548,muestras,50,5.66748E-05,8,2,0.585365854,82,0,0,0,1,0.006528932,0.002833738,3,4,69.08944722,1,7,10,16,14,0,0,1,-0.035000472,0.2
8073,154554,compiladores,50,5.66748E-05,12,5,0.219512195,41,0,0,0,1,0.016249786,0.000257303,3,8,52.29777778,1,0,4,8,12,0,0,1,-0.034849653,0.6
8074,155180,sentencia,50,5.66748E-05,9,3,0.785714286,14,0,0,0,1,0.034261024,4.30728E-05,2,6,54.88,1,0,2,2,4,0,0,0,-0.03622046,0.2
8075,156061,compiladores,50,5.66748E-05,12,5,0.24137931,29,0,0,0,1,0.016249786,0.035779907,3,3,58.87,0,1,3,3,9,0,0,1,-0.034622004,0.6
8076,156228,aritméticas,50,5.66748E-05,11,4,0.719298246,57,0,0,0,8,0.024604779,0.009542895,1,4,90.972,1,1,3,12,15,0,0,0,-0.035605077,0.6
8077,157156,muestras,50,5.66748E-05,8,2,0.252252252,111,0,0,0,1,0.000323046,0.000620022,7,5,36.09735319,0,7,14,19,21,0,0,1,-0.033802244,0.4
8078,157421,encabezamiento,50,5.66748E-05,14,6,0.166666667,24,0,0,0,1,0.025177194,0.020588805,2,2,21.56097561,0,1,3,5,7,0,0,0,-0.0359057,0.6
8079,157860,aritméticas,50,5.66748E-05,11,4,0.852459016,61,0,0,0,8,8.50121E-05,8.27451E-05,7,7,53.69814241,6,1,1,11,17,0,0,1,-0.035308457,0.4
8080,157891,criterios,50,5.66748E-05,9,3,0.444444444,36,0,0,0,1,0.000179092,0.034261024,7,2,72.576,0,3,6,7,9,0,0,0,-0.032961076,0.8
8081,158203,criterios,50,5.66748E-05,9,3,0.527272727,55,0,0,0,1,0.016249786,0.009542895,3,4,38.38115734,0,2,5,10,18,0,0,1,-0.034187291,0.6
8082,158313,sentencia,50,5.66748E-05,9,3,0.942307692,52,0,0,0,1,0.011993512,4.30728E-05,3,6,68.82909091,4,0,5,10,13,0,0,1,-0.035869061,0.8
8083,158495,ordinaria,50,5.66748E-05,9,4,0.15,20,0,0,0,8,0.016377871,0.007476534,2,1,56,0,1,2,4,6,0,0,0,-0.034483347,0.2
8084,160000,ordinaria,50,5.66748E-05,9,4,0.153846154,13,0,0,0,8,0.000171158,0.014280905,7,2,0,0,0,1,3,2,0,0,0,-0.032724877,0.2
8085,160109,compiladores,50,5.66748E-05,12,5,0.384615385,13,0,0,0,1,0.000742439,5.66748E-06,10,11,0,0,1,1,2,4,0,0,0,-0.035861938,0.4
8086,160324,ordinaria,50,5.66748E-05,9,4,0.3,30,0,0,0,8,0.000332114,0.016377871,3,2,84,0,3,0,4,8,0,0,1,-0.034291967,0.2
8087,161072,encabezamiento,50,5.66748E-05,14,6,0.117647059,34,0,0,0,1,0.062481652,0.020588805,2,2,46.24,2,2,2,6,10,0,0,1,-0.035264318,0.2
8088,134892,flotante,49,5.55413E-05,8,3,0.336956522,92,0,0,0,8,0.000623422,0.035779907,5,3,52.3266497,2,8,8,10,23,0,0,2,-0.035349004,0.2
8089,134907,electoral,49,5.55413E-05,9,4,0.580246914,81,1,0,0,8,0.000607553,0.024604779,7,1,87.48,1,4,12,8,12,0,0,4,-0.033566668,0.2
8090,135677,cardinalidades,49,5.55413E-05,14,6,0.367088608,79,0,0,0,1,0.024604779,0.024604779,1,1,35.0518018,0,11,6,9,13,0,1,2,-0.035647839,0.6
8091,135687,especificaciones,49,5.55413E-05,16,7,0.48,25,0,0,0,1,0.010915558,0.062481652,3,2,175,0,1,3,5,9,0,0,1,-0.034046608,0.8
8092,136092,especificaciones,49,5.55413E-05,16,7,0.025,40,0,0,0,1,0.010915558,0.007842653,3,3,35.41284404,0,3,4,9,10,0,0,2,-0.033868367,0.2
8093,136798,cardinalidades,49,5.55413E-05,14,6,0.904761905,63,0,0,0,1,0.035779907,0.000317379,3,7,101.0290909,1,3,8,5,12,0,0,1,-0.034857928,0.4
8094,137322,códigos,49,5.55413E-05,7,2,0.5,10,0,0,0,1,0.009542895,0.013905718,4,2,0,0,0,0,2,3,0,0,0,-0.033214111,0.2
8095,137543,especificaciones,49,5.55413E-05,16,7,0.818181818,11,0,0,0,1,0.010915558,4.53398E-06,3,10,0,1,0,1,1,3,0,0,0,-0.035315539,0.6
8096,137936,escala,49,5.55413E-05,6,3,0.256,125,0,0,0,1,0.020756563,0.009542895,1,4,48.30917874,2,13,15,14,32,0,0,1,-0.033213304,0.4
8097,137945,electoral,49,5.55413E-05,9,4,0.076923077,117,1,0,0,8,0.000607553,0.003567109,7,2,68.8739058,0,9,11,14,25,0,0,1,-0.033909874,0.2
8098,137966,especificaciones,49,5.55413E-05,16,7,0.111111111,18,0,0,0,1,0.000115617,0.000111083,2,11,0,1,0,1,2,6,0,0,1,-0.033964922,0.2
8099,137978,electromagnéticas,49,5.55413E-05,17,6,0.243589744,78,0,0,0,8,7.48107E-05,0.035779907,5,3,70.29249012,0,6,9,7,16,0,0,5,-0.033710407,0.2
8100,138635,consumidor,49,5.55413E-05,10,4,0.692307692,65,0,0,0,1,0.025177194,6.80097E-06,2,4,84.5,1,2,7,8,17,0,0,1,-0.033318998,0.2
8101,138658,estadísticos,49,5.55413E-05,12,4,0.345454545,55,0,0,0,8,0.000752641,0.062481652,8,2,38.81410256,0,4,8,8,15,0,0,1,-0.034091795,0.2
8102,138710,flotante,49,5.55413E-05,8,3,0.886363636,44,0,0,0,8,3.62718E-05,0.007476534,4,1,44,0,2,5,6,13,0,0,0,-0.035684147,0.2
8103,139441,códigos,49,5.55413E-05,7,2,0.335877863,131,0,0,0,1,0.062481652,0.035779907,2,3,88.65499018,3,6,15,20,29,0,0,2,-0.033922351,0.2
8104,139467,cardinalidad,49,5.55413E-05,12,5,0.390804598,87,0,0,0,1,0.034261024,8.72791E-05,2,6,38.51146789,0,4,11,8,17,0,0,1,-0.033798366,0.6
8105,139831,observación,49,5.55413E-05,11,4,0.101694915,59,0,0,0,1,0.034261024,0.035779907,2,3,30.24456983,0,10,1,7,15,0,0,1,-0.033513875,0.2
8106,140238,cardinalidad,49,5.55413E-05,12,5,0.178571429,112,0,0,0,1,0.034261024,8.72791E-05,2,6,35.17615894,0,7,8,15,26,0,0,3,-0.034323551,0.6
8107,141052,especificaciones,49,5.55413E-05,16,7,0.375,40,0,0,0,1,0.000172291,0.009542895,8,4,49.77777778,6,0,4,9,5,0,0,0,-0.034167455,0.2
8108,141909,códigos,49,5.55413E-05,7,2,0.75,32,0,0,0,1,0.000689165,0.035779907,5,3,47.78666667,2,3,1,4,8,0,0,0,-0.034001201,0.2
8109,142100,especificaciones,49,5.55413E-05,16,7,0.076923077,13,0,0,0,1,0.000596218,0.007842653,1,3,23.66,1,0,1,4,4,0,0,1,-0.034660682,0.2
8110,142284,concreto,49,5.55413E-05,8,3,0.212121212,33,0,0,0,8,0.020588805,0.002624041,2,3,101.64,0,4,4,3,10,0,0,1,-0.033639055,0.4
8111,142342,estadísticos,49,5.55413E-05,12,4,0.736842105,19,0,0,0,8,0.000279973,0.024604779,9,1,50.54,0,1,1,4,5,0,0,0,-0.034708924,0.2
8112,142743,concreto,49,5.55413E-05,8,3,0.302631579,76,0,0,0,8,0.000241434,0.000786646,5,10,62.32756219,0,4,7,13,22,0,0,1,-0.032759358,0.2
8113,142774,flotante,49,5.55413E-05,8,3,0.235294118,34,0,0,0,8,9.18131E-05,0.00039899,5,5,80.92,0,5,5,3,5,0,0,1,-0.032714249,0.6
8114,142941,concreto,49,5.55413E-05,8,3,0.472972973,74,0,0,0,8,0.000224432,0.024604779,5,1,90.19294118,0,2,13,10,13,0,0,1,-0.033983184,0.2
8115,143084,observación,49,5.55413E-05,11,4,0.25,64,0,0,0,1,6.80097E-06,0.062481652,5,2,52.22332193,2,2,3,12,20,0,0,1,-0.033925635,0.2
8116,143190,consumidor,49,5.55413E-05,10,4,0.75,4,0,0,0,1,0.007842653,0,3,0,0,1,0,0,1,1,0,0,1,-0.035973966,0.4
8117,143325,educación,49,5.55413E-05,9,4,0.919354839,62,0,0,0,1,0.006528932,0.000209697,3,4,76.88,0,11,6,6,9,0,0,1,-0.034601098,0.2
8118,144501,consumidor,49,5.55413E-05,10,4,0.230769231,26,0,0,0,1,0.001739915,0.062481652,4,2,63.09333333,1,0,2,5,8,0,0,1,-0.033504601,0.2
8119,144742,cardinalidades,49,5.55413E-05,14,6,0.772727273,22,0,0,0,1,0.003131847,5.66748E-06,2,7,135.52,1,1,3,1,4,0,0,1,-0.033510892,0.8
8120,144860,flotante,49,5.55413E-05,8,3,0.853658537,41,0,0,0,8,0.00285074,0.024604779,7,1,41,0,3,4,1,9,0,0,0,-0.034107488,0.2
8121,145296,electromagnéticas,49,5.55413E-05,17,6,0.5,38,0,0,0,8,3.74053E-05,0.035779907,11,3,80.864,0,2,3,5,13,0,0,1,-0.033189167,0.6
8122,145307,especificaciones,49,5.55413E-05,16,7,0.911764706,34,0,0,0,1,0.024604779,0.062481652,1,2,53.94666667,0,0,5,5,10,0,0,0,-0.035062037,0.2
8123,145404,cardinalidades,49,5.55413E-05,14,6,0.076923077,13,0,0,0,1,0.010915558,0.004691536,3,3,47.32,0,1,0,2,3,0,0,2,-0.034057473,0.4
8124,146685,cardinalidad,49,5.55413E-05,12,5,0.050847458,59,0,0,0,1,0.034261024,6.57427E-05,2,6,39.89204545,0,11,5,2,8,0,0,0,-0.033504515,0.6
8125,146722,cardinalidad,49,5.55413E-05,12,5,0.518518519,81,0,0,0,1,0.024604779,0.011993512,1,3,65.15217391,0,5,7,16,22,0,0,1,-0.035231884,0.6
8126,146731,consumidor,49,5.55413E-05,10,4,0.351851852,54,0,0,0,1,0.025177194,0.000319646,2,8,58.32,0,3,8,8,12,0,0,1,-0.03420192,0.6
8127,147266,cardinalidad,49,5.55413E-05,12,5,0.793650794,63,0,0,0,1,0.034261024,0.034261024,2,2,101.0290909,1,3,8,5,12,0,0,1,-0.034623092,0.2
8128,147413,cardinalidad,49,5.55413E-05,12,5,0.927419355,124,0,0,0,1,0.003066104,6.57427E-05,5,6,48.38631578,1,11,16,10,26,0,0,3,-0.034377163,0.4
8129,147759,cardinalidades,49,5.55413E-05,14,6,0.760869565,92,0,0,0,1,0.024604779,0.024604779,1,1,49.39609695,1,8,14,11,21,0,0,1,-0.03609694,0.2
8130,147806,concreto,49,5.55413E-05,8,3,0.956521739,23,0,0,0,8,0.000140553,0,7,0,148.12,0,0,2,4,7,0,0,1,-0.03384866,0.4
8131,148754,cardinalidad,49,5.55413E-05,12,5,0.801980198,101,0,0,0,1,0.034261024,6.57427E-05,2,6,58.68918919,1,8,11,7,19,0,0,1,-0.03261038,0.4
8132,149393,lógico,49,5.55413E-05,6,2,0.891891892,37,0,0,0,8,0.024604779,0.062481652,1,2,42.59111111,2,1,2,5,9,0,0,0,-0.033770135,0.2
8133,149403,depender,49,5.55413E-05,8,3,0.491803279,61,0,0,0,0,0.020756563,0.062481652,1,2,38.77930344,0,3,9,11,16,0,0,1,-0.035504595,0.2
8134,149551,consumidor,49,5.55413E-05,10,4,0.071428571,98,0,0,0,1,0.025177194,0.002575301,2,2,37.90347872,0,8,7,17,29,0,0,1,-0.033246489,0.6
8135,149653,google,49,5.55413E-05,6,2,0,4,1,0,1,8,0,2.26699E-06,0,8,4.48,4,0,0,0,0,0,0,0,-0.033183935,0.2
8136,149851,especificaciones,49,5.55413E-05,16,7,0.916666667,12,0,0,0,1,6.68762E-05,0,7,0,40.32,1,1,1,2,2,0,0,0,-0.033625497,0.4
8137,150678,google,49,5.55413E-05,6,2,0.972222222,36,1,0,1,8,0.062481652,0,2,0,181.44,1,2,2,6,11,0,0,1,-0.033743774,0.2
8138,150700,estadísticos,49,5.55413E-05,12,4,0.920454545,88,0,0,0,8,0.016249786,0.002272658,3,3,38.95412844,0,3,13,15,18,0,0,1,-0.03345415,0.4
8139,150908,concreto,49,5.55413E-05,8,3,0.956521739,23,0,0,0,8,0.000831985,0,3,0,49.37333333,0,2,3,3,7,0,0,2,-0.033460708,0.4
8140,151615,cardinalidad,49,5.55413E-05,12,5,0.110091743,109,0,0,0,1,0.034261024,8.72791E-05,2,6,31.86513701,0,9,12,16,23,0,0,0,-0.033085353,0.4
8141,151897,concreto,49,5.55413E-05,8,3,0.666666667,33,0,0,0,8,0.000140553,0.025177194,7,2,29.88396552,0,0,3,6,12,0,0,1,-0.033813025,0.2
8142,152079,estadísticos,49,5.55413E-05,12,4,0.207207207,111,0,0,0,8,0.000620022,0.024604779,7,1,36.09735319,0,7,14,19,21,0,0,1,-0.032987123,0.2
8143,152685,incluir,49,5.55413E-05,7,2,0.15,60,0,0,0,0,3.40049E-06,0.001280849,4,2,72,0,3,9,10,11,0,0,2,-0.033247386,0.2
8144,153174,concreto,49,5.55413E-05,8,3,0.11627907,43,0,0,0,8,0.000276573,0.008280182,4,2,46.3083427,0,4,5,6,7,0,0,1,-0.033349464,0.4
8145,153684,escala,49,5.55413E-05,6,3,0.571428571,7,0,0,0,1,0.011993512,0.062481652,3,2,0,0,0,1,1,2,0,0,0,-0.034235467,0.2
8146,153694,observación,49,5.55413E-05,11,4,0.236842105,76,0,0,0,1,0.034261024,0.008280182,2,2,59.4422658,0,5,11,11,14,0,0,1,-0.032994132,0.4
8147,153892,especificaciones,49,5.55413E-05,16,7,0.111111111,18,0,0,0,1,0.000115617,0.000111083,2,11,0,1,0,1,2,6,0,0,1,-0.033964922,0.2
8148,154303,cardinalidad,49,5.55413E-05,12,5,0.963636364,55,0,0,0,1,0.000389922,2.15364E-05,10,13,65.15384615,0,4,7,9,14,0,0,1,-0.035397016,0.6
8149,154520,lógico,49,5.55413E-05,6,2,0.148148148,27,0,0,0,8,0.007751973,0.016377871,2,2,204.12,0,1,2,2,5,0,0,1,-0.032900374,0.4
8150,156188,concreto,49,5.55413E-05,8,3,0.090909091,33,0,0,0,8,0.020588805,0.034261024,2,2,38.115,3,1,1,8,12,0,0,2,-0.034297017,0.2
8151,156244,electromagnéticas,49,5.55413E-05,17,6,0.551724138,29,0,0,0,8,7.48107E-05,2.72039E-05,5,9,58.87,0,1,3,6,9,0,0,0,-0.033465761,0.4
8152,156650,cardinalidades,49,5.55413E-05,14,6,0.37755102,98,0,0,0,1,0.007476534,0.011993512,1,3,34.6252871,0,6,12,21,21,0,0,1,-0.034792166,0.8
8153,157085,especificaciones,49,5.55413E-05,16,7,0.095238095,21,0,0,0,1,0.000115617,2.26699E-06,2,12,123.48,1,0,3,2,7,0,0,1,-0.033263988,0.2
8154,157139,flotante,49,5.55413E-05,8,3,0.357142857,14,0,0,0,8,3.62718E-05,0.000504405,4,7,27.44,2,1,2,1,3,0,0,1,-0.035599286,0.2
8155,158190,lógico,49,5.55413E-05,6,2,0.164179104,67,0,0,0,8,0.000478335,0.020588805,5,2,51.96201657,1,3,10,12,17,0,0,1,-0.033181927,0.4
8156,158270,lógico,49,5.55413E-05,6,2,0.705882353,17,0,0,0,8,0.000969138,0.009542895,6,4,40.46,0,1,2,2,4,0,0,0,-0.034338728,0.2
8157,159025,cardinalidad,49,5.55413E-05,12,5,0.048543689,103,0,0,0,1,0.011993512,6.57427E-05,3,6,48.07596441,1,9,9,17,14,0,0,2,-0.034204633,0.4
8158,159156,observación,49,5.55413E-05,11,4,0.47826087,23,0,0,0,1,0.000298109,1.1335E-05,7,2,23,2,2,0,3,4,0,0,0,-0.035337457,0.2
8159,159180,estadísticos,49,5.55413E-05,12,4,0.8,25,0,0,0,8,0.000752641,0.024604779,8,1,87.5,1,0,4,2,8,0,0,2,-0.034033374,0.2
8160,159206,incluir,49,5.55413E-05,7,2,0.8125,16,0,0,0,0,0.002774796,0.007476534,5,1,71.68,0,2,4,1,3,0,0,0,-0.034313303,0.2
8161,160137,especificaciones,49,5.55413E-05,16,7,0.125,16,0,0,0,1,0.010915558,0.007842653,3,3,23.89333333,1,0,1,5,6,0,0,0,-0.034204297,0.2
8162,160165,cardinalidades,49,5.55413E-05,14,6,0.115789474,95,0,0,0,1,0.00032758,0.000877325,9,5,39.52615655,1,13,5,8,18,0,0,6,-0.035516268,0.4
8163,160427,flotante,49,5.55413E-05,8,3,0.25,36,0,0,0,8,3.62718E-05,0.062481652,4,2,36.26823529,1,0,0,8,9,0,0,6,-0.035936964,0.2
8164,160560,lógico,49,5.55413E-05,6,2,0.705882353,17,0,0,0,8,0.000969138,0.009542895,6,4,40.46,0,1,2,2,4,0,0,0,-0.034470687,0.2
8165,160636,cardinalidades,49,5.55413E-05,14,6,0.741935484,93,0,0,0,1,0.010915558,0.002624041,3,3,115.32,1,4,13,10,22,0,0,1,-0.034321283,0.8
8166,160930,cardinalidades,49,5.55413E-05,14,6,0.385416667,96,0,0,0,1,0.00285074,4.87403E-05,7,7,107.52,1,4,18,7,18,0,0,2,-0.033963294,0.8
8167,160995,flotante,49,5.55413E-05,8,3,0.25,56,0,0,0,8,3.62718E-05,0.008028546,4,3,44.02281369,2,1,4,10,19,0,0,0,-0.035961514,0.2
8168,134664,ax,48,5.44078E-05,2,1,0.575,40,2,0,1,8,5.21408E-05,0.000183626,3,4,64,7,1,5,3,10,0,0,1,-0.033842827,0.2
8169,135010,ax,48,5.44078E-05,2,1,0.2,5,2,0,1,8,0.000607553,2.72039E-05,8,2,0,5,0,0,0,0,0,0,0,-0.033656668,0.2
8170,136956,financieras,48,5.44078E-05,11,4,0.876923077,65,0,0,0,8,9.18131E-05,0.002272658,13,3,78.86666667,0,3,9,8,16,0,0,0,-0.033555896,0.2
8171,137260,orientada,48,5.44078E-05,9,4,0.414634146,82,0,0,0,8,0.000770777,0.020756563,5,1,60.30325312,6,6,6,14,15,0,0,3,-0.032664018,0.4
8172,137386,ax,48,5.44078E-05,2,1,0.105263158,19,2,0,1,8,0.00013942,7.70777E-05,2,2,0,2,0,1,3,5,0,0,1,-0.033086305,0.2
8173,137763,financieras,48,5.44078E-05,11,4,0.425,40,0,0,0,8,2.26699E-06,0.020588805,11,2,38.08965517,0,0,4,8,9,0,0,0,-0.033712695,0.4
8174,138019,expertos,48,5.44078E-05,8,3,0.97826087,46,0,0,0,1,0.016249786,0,3,0,84.64,0,2,8,3,8,0,0,1,-0.033295336,0.2
8175,138755,expertos,48,5.44078E-05,8,3,0.464285714,84,0,0,0,1,0.000689165,0.000279973,5,6,72.06818182,0,4,7,19,26,0,0,1,-0.034100651,0.2
8176,141625,elecciones,48,5.44078E-05,10,4,0.970588235,68,0,0,0,1,0.000799114,5.89417E-05,5,10,80.92,0,2,13,8,13,0,0,1,-0.032875185,0.2
8177,142328,financieras,48,5.44078E-05,11,4,0.422222222,45,0,0,0,8,0.000361585,0.007842653,12,3,36.94126074,4,3,3,5,9,0,0,2,-0.032648126,0.2
8178,143272,global,48,5.44078E-05,6,2,0.2,60,7,0,0,8,0,0.000126951,0,1,25,30,0,1,2,11,0,0,3,-0.033717838,0.2
8179,143850,ax,48,5.44078E-05,2,1,0.888888889,9,2,0,1,8,0.020588805,0,2,0,0,4,0,1,2,1,0,0,0,-0.033845528,0.2
8180,145124,tratamiento,48,5.44078E-05,11,4,0.12962963,54,0,0,0,1,6.46092E-05,0.000107682,11,6,62.80615385,3,3,6,10,10,0,0,1,-0.034227143,0.2
8181,147176,global,48,5.44078E-05,6,2,0.975,40,7,0,0,8,3.62718E-05,0,6,0,31.46757679,1,0,3,8,12,0,0,1,-0.033491515,0.2
8182,149372,ax,48,5.44078E-05,2,1,0.066666667,15,2,0,1,8,5.21408E-05,1.1335E-06,3,4,31.5,6,0,1,3,3,0,0,0,-0.033641826,0.2
8183,150860,escritorio,48,5.44078E-05,10,4,0.64,25,0,0,0,8,0.025177194,0.007476534,2,1,43.75,2,0,3,4,7,0,0,1,-0.034171283,0.2
8184,152679,online,48,5.44078E-05,6,3,0.5,2,2,0,0,0,0.000200629,0,8,0,0,1,0,1,0,0,0,0,0,-0.034222963,0.2
8185,154053,elecciones,48,5.44078E-05,10,4,0.175,120,0,0,0,1,0.000799114,0.004691536,5,3,130.0645161,0,4,21,18,22,0,0,1,-0.033066493,0.2
8186,154066,ax,48,5.44078E-05,2,1,0.1,10,2,0,1,8,5.21408E-05,0.000277706,3,1,28,4,0,1,1,1,0,0,2,-0.033280298,0.2
8187,154186,financieras,48,5.44078E-05,11,4,0.224489796,49,0,0,0,8,0.000361585,1.47354E-05,12,15,56.02333333,2,3,6,7,8,0,1,1,-0.033550532,0.2
8188,154421,online,48,5.44078E-05,6,3,0.357142857,28,2,0,0,0,0.004691536,0.024604779,3,1,73.17333333,1,1,3,3,6,0,0,1,-0.032603821,0.2
8189,157172,elecciones,48,5.44078E-05,10,4,0.657894737,114,0,0,0,1,0.010915558,0.011993512,3,3,28.52833002,2,7,12,16,23,0,0,3,-0.033289829,0.2
8190,157462,online,48,5.44078E-05,6,3,0.491525424,118,2,0,0,0,0.00032758,0.002833738,6,4,71.0443787,0,5,22,11,18,0,0,1,-0.033150955,0.2
8191,161134,ax,48,5.44078E-05,2,1,0.095238095,21,2,0,1,8,5.21408E-05,5.66748E-06,3,3,21,16,0,2,0,3,0,0,0,-0.035176344,0.2
8192,136110,contenidos,47,5.32743E-05,10,4,0.095238095,21,0,0,0,1,0.016249786,0.062481652,3,2,123.48,0,0,3,4,5,0,0,1,-0.033383011,0.2
8193,137257,hadoop,47,5.32743E-05,6,2,0.294117647,34,0,0,0,8,0.062481652,8.27451E-05,2,6,80.92,2,0,2,7,10,0,0,1,-0.034465471,0.2
8194,137852,hadoop,47,5.32743E-05,6,2,0.553846154,65,0,0,0,8,0.062481652,0.062481652,2,2,44.92254573,4,4,5,9,16,0,0,2,-0.033892775,0.6
8195,138034,hadoop,47,5.32743E-05,6,2,0.030769231,65,0,0,0,8,0.000149621,0.016377871,2,2,118.3,10,1,7,6,13,0,0,2,-0.034273311,0.8
8196,138164,obtención,47,5.32743E-05,9,3,0,9,0,0,0,1,0,0.024604779,0,1,11.34,2,0,0,2,3,0,0,0,-0.03302684,0.2
8197,138723,hadoop,47,5.32743E-05,6,2,0.159090909,44,0,0,0,8,0.062481652,0.016249786,2,3,60.23111111,3,0,6,7,9,0,0,1,-0.034192536,0.8
8198,138763,tokens,47,5.32743E-05,6,2,0.964285714,28,4,2,1,0,0.016249786,0,3,0,73.17333333,1,0,3,3,10,0,0,1,-0.034523195,0.8
8199,139021,subsistema,47,5.32743E-05,10,4,0.35,60,0,0,0,8,0.001949612,0.014280905,4,2,72,0,1,6,7,16,0,0,0,-0.034363169,0.6
8200,139204,plataformas,47,5.32743E-05,11,4,0.870967742,31,0,0,0,0,0.024604779,0.062481652,1,2,38.44,1,0,3,7,12,0,0,0,-0.033492919,0.2
8201,139295,hadoop,47,5.32743E-05,6,2,0.1,20,0,0,0,8,0.000104282,0.014280905,2,2,0,1,2,3,3,4,0,0,1,-0.033724627,0.2
8202,139317,referimos,47,5.32743E-05,9,4,0.537634409,93,0,0,0,0,0.001700243,0.020756563,3,1,69.50997256,0,7,9,10,26,0,0,6,-0.037293014,0.2
8203,139435,recursiva,47,5.32743E-05,9,4,0.472222222,36,0,0,0,8,0.000659694,1.1335E-06,8,9,27,1,4,2,0,5,0,0,1,-0.034812529,0.2
8204,139895,productividad,47,5.32743E-05,13,5,0.654320988,81,0,0,0,1,0.034261024,0.014280905,2,2,35.91855204,0,4,10,9,19,0,0,1,-0.03410823,0.4
8205,139948,manuales,47,5.32743E-05,8,3,0.473684211,57,0,0,0,1,0.016249786,3.74053E-05,3,15,58.824,0,4,4,7,13,0,0,1,-0.033916691,0.2
8206,140080,productividad,47,5.32743E-05,13,5,0.333333333,6,0,0,0,1,0.034261024,0.024604779,2,1,0,0,0,1,0,2,0,0,0,-0.03389062,0.4
8207,140203,recursiva,47,5.32743E-05,9,4,0.217741935,124,0,0,0,8,0.000659694,0.020588805,8,2,48.38631578,1,11,16,10,26,0,0,3,-0.035910417,0.2
8208,140316,tokens,47,5.32743E-05,6,2,0.506666667,75,4,2,1,0,0.016249786,3.40049E-05,3,2,47.09334061,1,5,8,8,15,0,0,1,-0.03501065,0.6
8209,141068,tokens,47,5.32743E-05,6,2,0.961538462,26,4,2,1,0,0.035779907,0,3,0,28.77333333,0,4,4,0,2,0,0,1,-0.0328731,0.6
