snt_id	term	difficulty	term_rank_snt	run_id	manual
G17.4_2415267950_1	Two-level atom	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2415267950_1	Thermal bath	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2415267950_1	Electromagnetic field	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2771253338_3	Bipartite	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2771253338_3	Symmetric Extension	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2771253338_3	Antidegradable	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2771253338_3	Inequality	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2771253338_3	Channel	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2974627365_9	Quantum multiplier	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2974627365_9	Quantum conditional addition circuit	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2974627365_9	Bilinear interpolation	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2974627365_9	T-count cost	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2974627365_9	Quantum image processing	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_1	Hamiltonian	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_1	Wigner--Seitz cells	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_1	Qubits	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_1	Dynamics	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_1	Crystal	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_5	Steganographic	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_5	TPVD	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_5	Imperceptible	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_5	Stego-image	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_5	Embedding	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2572945594_10	W-NAF	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2572945594_10	Double-and-add	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2572945594_10	Montgomery ladder	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2572945594_10	Addition-Subtraction	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2572945594_10	Parallel computing cores	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_3	Trivium	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_3	Scan-based	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_3	Side-channel	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_3	Attack	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_3	Scan signature	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1988974729_3	Speed	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1988974729_3	Power-Delay Product	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1988974729_3	Quantum Computing	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1988974729_3	Improvement	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1988974729_3	Significant	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_6	Circuit	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_6	Probability	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_6	Result	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_6	Undefined	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_6	Computation	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2884788726_6	BAN logic	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2884788726_6	Scyther tool	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2884788726_6	SDPC	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2884788726_6	End to end encryption	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2884788726_6	Verification	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2075267337_6	Design criteria	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2075267337_6	Typical algorithms	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2075267337_6	Performance analysis	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2075267337_6	Imbalanced data	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2075267337_6	Catalogued	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_2	Synthesis	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_2	Orthogonal	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_2	Gate	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_2	Optimal	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_2	Two-qubit	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_4	Non-Markovianity	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_4	Qubits	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_4	Acceleration evolution	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_4	Excited-state population	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_4	Reservoirs	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_2	Authoring Tools (score	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_2	Interactive Environment (score	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_2	Quantum Computing (score	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_2	Rich Set (score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_2	Editor (score	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_6	Cache side channel attack	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_6	Countermeasures	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_6	Critical analysis	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_6	Techniques	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_6	System	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1985674454_1	Carbon nanotube	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1985674454_1	Full-Adder cell	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1985674454_1	Ultra high speed	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1985674454_1	Quantum computing	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_1985674454_1	Arithmetic operation	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2154282286_2	Architecture	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2154282286_2	Secure File System	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2154282286_2	End to End Encryption	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2154282286_2	Paper	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2154282286_2	Description	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2042591812_6	Optimization (score	0	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2042591812_6	Efficiency (score	0	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2042591812_6	Quantum Computing (score	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2042591812_6	Algorithms (score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2042591812_6	Verification (score	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_1	Decomposition	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_1	Matrices	0	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_1	Two-qubit	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_1	Three-qubit	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_1680143505_1	Orthogonal	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2099103563_5	N-qubit	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2099103563_5	State teleportation	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2099103563_5	Quantum information splitting	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2099103563_5	Polarization	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2099103563_5	Photon	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2952506106_1	Decomposition	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2952506106_1	Matrices	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2952506106_1	Two-qubit	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2952506106_1	Three-qubit	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.2_2952506106_1	Orthogonal Gates	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_3	Weak-coupling regime	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_3	Strong-coupling regime	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_3	Speedup evolution	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_3	Quantum applications	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_5	Non-Markovianity	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_5	Excited-State Population	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_5	Quantum Speedup	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_5	DDPs	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2298554870_5	Control	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2524344971_3	Quantum Fisher Information	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2524344971_3	Phase Parameter	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2524344971_3	Classical Fields	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2524344971_3	Driving Fields	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.4_2524344971_3	Protection	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2997188278_1	Imbalanced data (Score	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2997188278_1	Classification (Score	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2997188278_1	Data (Score	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2997188278_1	Aspect (Score	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T13.3_2997188278_1	New (Score	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_3	Algorithm	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_3	Compressed domain	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_3	Data hiding	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_3	Cyber-security	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_6	Compressed Domain	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_6	Processes	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_6	Scheme	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_1576337284_6	Cyber-Security	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2480433103_1	Superposition	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2480433103_1	Entanglement	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2480433103_1	Quantum Computing	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2480433103_1	Reliably	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2480433103_1	Accurately	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_1	Unreal Engine	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_1	Level Editor	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_1	Epic Games	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_1	Quantum Computing	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2094810688_1	Game Engine	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_8	Hamiltonian	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_8	Ergodic	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_8	Quantum	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_8	Interactions	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G17.1_2070615909_8	Solids	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_3	AES	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_3	Mask	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_3	Rounds	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_3	Side-channel attack	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2088744588_6	End-to-end encryption	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2088744588_6	Routing	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2088744588_6	Wireless network	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2088744588_6	Intermediate node	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
G14.2_2088744588_6	Radio frequency	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_5	MaaS	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_5	Ecosystems	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_5	Arena	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_5	Cyber-Security	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_5	Access	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_6	Artificial Intelligence	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_6	Blockchain	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_6	Ecosystem	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_6	MaaS	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_6	Smart Contracts	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_8	Blockchain	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_8	Value-share	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_8	Ticket	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_8	Unaltered	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2887855654_8	Compensations	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_1	Penetration tests	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_1	Cyber security	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_1	Vulnerabilities	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_1	Defence strategy	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_1	Malicious attacks	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_3	Pentest	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_3	Resilience	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_3	Attack	0	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_3	Human-targeted	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_3	Repel	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_5	Framework (Score	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_5	Propose (Score	0	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_5	Refine (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_5	Cyber-security (Score	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_5	Improvements (Score	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_6	Ethical Scrutiny	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_6	Systematic Literature Review	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_6	Hacker Techniques	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_6	Industry Recommendations	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_6	Social Engineering Techniques	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_9	PoinTER	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_9	Inspection	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_9	Ethical Principles	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_9	Research Literature	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.1_2952002252_9	Comprehensive	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_1	Trivium	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_1	Shift registers	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_1	Stream cipher	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_1	Symmetric-key cryptography	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_1	Side-channel attack	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_2	Side-channel attack	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_2	Scan chains	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_2	Design-for-test	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_2	Retrieve	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_2	Secret information	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_4	Attack Trivium	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_4	Side-channel attack	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_4	Scan chain	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_4	Internal state registers	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_4	1-bit position	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_5	Plaintext	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_5	Ciphertext	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_5	Side-channel attack	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_5	Retrieve	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012614298_5	Proposed	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_1	Cryptanalysis	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_1	Cryptographic devices	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_1	Side-channel attack	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_1	Cryptography	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_1	Cryptanalysis technology	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_4	Software implementation	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_4	Side-channel attack	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_4	Cryptographic key	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_5	Side-channel attack	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_5	Power trace	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_5	Recover	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2012955216_5	First	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_2	AES (Advanced Encryption Standard)	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_2	Side-Channel Attack	2	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_2	Key Search Attack	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_2	Masked Rounds	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_2	Exhaustive Key Search Attack	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_4	AES (score	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_4	Side-channel attack (score	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_4	Previous best known (score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2158296297_4	Symmetric-key encryption (score	1	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_1	CPA (correlation power analysis)	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_1	Key candidates	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_1	Correlation levels	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_1	Ranking	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_1	Side-channel attack	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_3	Power traces	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_3	Calculation time	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_3	Key screening technique	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_3	Side-channel attack	0	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_4	Accelerated computation	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_4	Accuracy	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_4	Key estimation	2	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2171521827_4	Side-channel attack	2	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_1	Cloud computing (Score	1	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_1	Infrastructure (Score	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_1	Platform (Score	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_1	Software services (Score	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_1	Side-channel attack (Score	2	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_2	Virtualization	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_2	Cloud providers	1	2	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_2	Outsourced	1	3	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_2	Service consumer	1	4	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_2	Cost burden	0	5	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
T15.2_2412345753_5	Cache side channel attack	2	1	SINAI_task_2.1_PRM_ZS_TASK2_1_V2	0
