Fuente;N_charac;N_w;N_dcw;N_cw;N_lfw;N_rw;N_s;N_cs;LDI;ILFW;LC;SSR;ASL;CS;SCI;ARI;PM;MTLD;BLOQUE;CCONJ;SCONJ;PROPN;PRON;NOUN;VERB;ADP;AUX;DET;ADV;ADJ
CNT - Tramites - TEXTO 0091 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;358;59;49;32;10;27;1;1;49;31,25;40,125;268,771678;59;1;30;36,64932203;9;13,66538462;CNT;4;1;2;2;17;9;10;1;9;1;3
CNT - Tramites - TEXTO 0091 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;509;101;67;52;9;46;1;1;67;17,30769231;42,15384615;335,6258317;101;1;51;52,80653465;10;13,73175685;CNT;4;0;12;4;23;3;26;1;15;2;10
CNT - Tramites - TEXTO 0092 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;274;49;41;27;7;24;1;0;41;25,92592593;33,46296296;263,3552857;49;0;24,5;29,40755102;4;12,58277778;CNT;4;3;5;1;11;6;7;0;7;0;5
CNT - Tramites - TEXTO 0092 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;486;103;63;49;13;48;2;1;31,5;26,53061224;29,01530612;259,4887427;51,5;0,5;26;26,5438835;8;13,03883341;CNT;5;2;10;4;24;8;18;1;19;2;8
CNT - Tramites - TEXTO 0093 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;152;30;26;14;5;17;1;0;26;35,71428571;30,85714286;258,29;30;0;15;17,434;3;13,89580643;CNT;1;0;6;4;4;1;7;1;4;0;2
CNT - Tramites - TEXTO 0093 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;551;101;61;53;12;50;1;1;61;22,64150943;41,82075472;348,7664257;101;1;51;54,76514851;8;12,81669663;CNT;12;2;7;4;24;8;15;1;14;0;13
CNT - Tramites - TEXTO 0094 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;414;73;52;36;11;39;1;0;52;30,55555556;41,27777778;316,7200137;73;0;36,5;41,78150685;6;13,55198413;CNT;6;4;4;1;18;6;14;0;11;2;7
CNT - Tramites - TEXTO 0094 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;365;73;49;35;7;34;1;1;49;20;34,5;293,9939863;73;1;37;38,62;6;13,24900878;CNT;4;1;5;2;18;2;21;2;9;1;6
CNT - Tramites - TEXTO 0095 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;466;77;59;41;20;43;1;0;59;48,7804878;53,8902439;331,1839091;77;0;38,5;45,57467532;8;13,34330569;CNT;5;2;2;4;20;7;15;2;8;1;11
CNT - Tramites - TEXTO 0095 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;298;58;43;28;6;27;1;0;43;21,42857143;32,21428571;269,7806207;58;0;29;31,76965517;5;13,41305085;CNT;5;1;5;5;13;3;11;1;8;0;6
CNT - Tramites - TEXTO 0096 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;372;63;48;32;13;35;1;1;48;40,625;44,3125;307,7003333;63;1;32;37,88142857;6;12,58250041;CNT;5;2;2;2;14;7;12;1;7;2;9
CNT - Tramites - TEXTO 0096 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;400;75;45;36;3;32;1;0;45;8,333333333;26,66666667;284,243;75;0;37,5;41,19;8;14,59375;CNT;7;0;13;5;14;2;14;0;12;1;7
CNT - Tramites - TEXTO 0097 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;282;49;37;25;4;22;3;0;12,33333333;16;14,16666667;197,2517619;16,33333333;0;8,166666667;13,84319728;3;14,84653978;CNT;0;1;4;1;15;2;12;0;7;2;4
CNT - Tramites - TEXTO 0097 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;253;46;36;25;6;24;1;0;36;24;30;269,1270435;46;0;23;27,475;8;13,41023476;CNT;1;3;6;2;10;4;9;0;4;1;6
CNT - Tramites - TEXTO 0098 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;424;76;49;40;4;30;2;0;24,5;10;17,25;214,1156842;38;0;19;23,84684211;6;14,19286988;CNT;4;0;10;0;23;1;19;1;10;1;7
CNT - Tramites - TEXTO 0098 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;328;66;41;37;10;34;2;1;20,5;27,02702703;23,76351351;246,0242727;33;0,5;16,75;18,47727273;4;13,56379434;CNT;4;1;10;3;14;4;11;3;10;0;6
CNT - Tramites - TEXTO 0099 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;195;34;28;19;4;19;1;1;28;21,05263158;24,52631579;262,1236471;34;1;17,5;22,58323529;4;12,60534305;CNT;2;0;2;0;11;1;8;2;3;1;3
CNT - Tramites - TEXTO 0099 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;211;41;30;25;6;23;1;1;30;24;27;274,1007073;41;1;21;23,30926829;2;16,09807978;CNT;1;0;8;1;9;2;9;2;5;0;4
CNT - Tramites - TEXTO 0100 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;169;33;25;18;5;13;2;0;12,5;27,77777778;20,13888889;179,2575909;16,5;0;8,25;10,94090909;3;14,73548491;CNT;0;1;2;2;10;3;8;1;3;1;2
CNT - Tramites - TEXTO 0100 REGLAMENTO PARA CLIENTES DE SERVICIOS QUE PRESTA CNT.txt;559;103;46;53;8;47;2;0;23;15,09433962;19,04716981;256,2673835;51,5;0;25,75;29,88203883;8;14,4883104;CNT;1;0;29;5;14;2;26;0;16;1;9
CNT - Tramites - TEXTO 0101 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;277;49;34;25;3;22;1;0;34;12;23;249,8124286;49;0;24,5;29,69591837;3;13,16155039;CNT;2;0;3;0;14;1;11;1;8;2;7
CNT - Tramites - TEXTO 0101 LINEA TELEFONICA BASICA.txt;269;49;38;28;6;29;1;1;38;21,42857143;29,71428571;297,2124286;49;1;25;28,92693878;4;14,13636364;CNT;2;1;2;1;15;3;11;2;6;0;6
CNT - Tramites - TEXTO 0102 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;379;66;47;38;12;35;3;0;15,66666667;31,57894737;23,62280702;233,3525455;22;0;11;16,61681818;7;14,43273084;CNT;3;0;12;2;14;5;14;0;6;2;8
CNT - Tramites - TEXTO 0102 LINEA TELEFONICA BASICA.txt;309;53;43;26;6;28;2;0;21,5;23,07692308;22,28846154;239,929066;26,5;0;13,25;19,28018868;8;13,54595745;CNT;0;2;0;4;15;6;9;0;8;2;6
CNT - Tramites - TEXTO 0103 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;249;47;39;29;14;27;1;0;39;48,27586207;43,63793103;288,2315106;47;0;23,5;27,02297872;4;13,84226859;CNT;3;0;8;1;12;3;9;1;4;1;5
CNT - Tramites - TEXTO 0103 LINEA ADICIONAL.txt;235;46;32;25;4;19;2;2;16;16;16;196,0548261;23;1;12;14,13195652;4;11,54166667;CNT;0;1;2;5;9;5;5;3;9;1;6
CNT - Tramites - TEXTO 0104 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;219;41;36;25;8;23;1;0;36;32;34;274,1007073;41;0;20,5;24,22829268;3;13,18815789;CNT;2;1;6;1;10;3;8;0;4;0;6
CNT - Tramites - TEXTO 0104 LINEA ADICIONAL.txt;218;45;35;22;3;19;1;1;35;13,63636364;24,31818182;234,4983333;45;1;23;23,88733333;2;13,68421053;CNT;2;2;3;1;9;3;8;3;7;3;4
CNT - Tramites - TEXTO 0105 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;188;38;31;22;6;20;1;0;31;27,27272727;29,13636364;257,7735789;38;0;19;20,87210526;3;13;CNT;2;0;5;2;10;3;8;0;4;0;4
CNT - Tramites - TEXTO 0105 LINEA ADICIONAL.txt;176;35;25;19;3;15;1;1;25;15,78947368;20,39473684;220,515;35;1;18;19,75457143;2;13,87983855;CNT;4;0;5;2;7;4;5;1;5;0;2
CNT - Tramites - TEXTO 0106 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;434;75;56;39;12;42;3;0;18,66666667;30,76923077;24,71794872;248,033;25;0;12,5;18,3252;8;12,475;CNT;3;2;7;5;18;5;13;1;11;1;9
CNT - Tramites - TEXTO 0106 FONO CONTROL.txt;246;58;40;30;5;20;1;1;40;16,66666667;28,33333333;229,7357931;58;1;29,5;27,54689655;3;12,23490555;CNT;2;3;2;6;13;8;12;3;5;2;2
CNT - Tramites - TEXTO 0107 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;320;57;45;38;13;36;1;1;45;34,21052632;39,60526316;323,2708947;57;1;29;33,51210526;8;13,59335899;CNT;1;0;17;1;10;4;10;1;5;2;6
CNT - Tramites - TEXTO 0107 FONO CONTROL.txt;318;58;34;34;7;28;2;2;17;20,58823529;18,79411765;228,8403103;29;1;15;18,8937931;3;14,08048433;CNT;2;1;4;2;14;6;9;3;10;0;7
CNT - Tramites - TEXTO 0108 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;272;53;41;28;11;27;1;1;41;39,28571429;40,14285714;276,3071887;53;1;27;29,24207547;3;14,90417073;CNT;0;0;6;2;14;4;13;0;8;1;4
CNT - Tramites - TEXTO 0108 FONO CONTROL.txt;355;74;43;33;11;38;2;0;21,5;33,33333333;27,41666667;251,9167838;37;0;18,5;19,66527027;7;13,01989247;CNT;5;1;8;4;19;3;19;0;11;1;3
CNT - Tramites - TEXTO 0109 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;195;31;25;20;10;21;1;1;25;50;37,5;296,6467419;31;1;16;23,69741935;7;12,3920778;CNT;1;0;5;0;7;2;6;1;3;1;4
CNT - Tramites - TEXTO 0109 FONO CONTROL.txt;197;36;29;21;6;23;1;0;29;28,57142857;28,78571429;291,9073333;36;0;18;22,34416667;2;13,89154412;CNT;1;0;8;3;6;3;5;0;5;2;3
CNT - Tramites - TEXTO 0110 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;278;62;46;35;13;36;3;0;15,33333333;37,14285714;26,23809524;247,9107312;20,66666667;0;10,33333333;10,02236559;8;14,375;CNT;6;0;20;4;6;5;10;0;5;0;6
CNT - Tramites - TEXTO 0110 FONO CONTROL.txt;363;67;40;39;8;33;2;2;20;20,51282051;20,25641026;239,3253806;33,5;1;17,25;20,83835821;4;13,97672956;CNT;3;1;5;2;17;6;11;3;11;0;8
CNT - Tramites - TEXTO 0111 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;246;45;37;25;9;26;1;0;37;36;36,5;286,1116667;45;0;22,5;26,818;7;12,96815039;CNT;1;1;7;0;9;2;9;1;7;1;7
CNT - Tramites - TEXTO 0111 LINEA TEMPORALES.txt;257;35;30;25;12;25;1;0;30;48;39;315,315;35;0;17,5;30,65485714;8;12,88020433;CNT;1;0;13;1;4;2;5;0;2;1;6
CNT - Tramites - TEXTO 0112 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;299;49;41;27;9;30;2;0;20,5;33,33333333;26,91666667;264,5633571;24,5;0;12,25;19,56061224;6;13,29923077;CNT;1;1;3;2;11;5;7;1;9;0;8
CNT - Tramites - TEXTO 0112 LINEA TEMPORALES.txt;160;30;27;18;9;21;1;1;27;50;38,5;302,53;30;1;15,5;18,69;4;14,30769231;CNT;1;1;8;4;4;3;2;2;3;1;1
CNT - Tramites - TEXTO 0113 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;304;57;39;34;11;33;1;1;39;32,35294118;35,67647059;305,8077368;57;1;29;32,19;9;13,53846154;CNT;2;2;11;0;14;3;15;0;4;0;6
CNT - Tramites - TEXTO 0113 LINEA TEMPORALES.txt;214;41;31;22;5;21;2;1;15,5;22,72727273;19,11363636;224,9308415;20,5;0,5;10,5;13,40390244;2;13,12866483;CNT;1;2;3;1;10;4;6;1;8;1;4
CNT - Tramites - TEXTO 0114 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;330;67;52;33;12;33;1;1;52;36,36363636;44,18181818;293,2268806;67;1;34;35,26850746;5;13,57772914;CNT;4;0;15;2;10;4;16;0;11;0;4
CNT - Tramites - TEXTO 0114 LINEA TEMPORALES.txt;214;43;31;21;5;22;1;0;31;23,80952381;27,4047619;260,9451395;43;0;21,5;23,51046512;1;13,42105263;CNT;1;1;0;1;12;4;9;0;7;3;4
CNT - Tramites - TEXTO 0115 ACOMETIDAS.txt;250;42;29;23;5;25;1;0;29;21,73913043;25,36956522;287,078;42;0;21;27,60571429;5;14,63040936;CNT;0;0;7;3;8;3;8;0;8;0;5
CNT - Tramites - TEXTO 0115 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;378;72;49;36;14;37;1;0;49;38,88888889;43,94444444;308,3563333;72;0;36;39,2975;8;13,190625;CNT;2;1;10;4;14;5;20;0;6;2;8
CNT - Tramites - TEXTO 0116 ACOMETIDAS.txt;230;49;39;25;6;26;1;1;39;24;31,5;276,8981429;49;1;25;25,17816327;3;13,37155261;CNT;1;1;3;2;13;4;10;1;9;1;4
CNT - Tramites - TEXTO 0116 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;243;42;35;20;9;24;1;0;35;45;40;279,178;42;0;21;26,82071429;3;13,7328125;CNT;3;0;7;0;10;3;11;0;5;1;2
CNT - Tramites - TEXTO 0117 ACOMETIDAS.txt;240;41;32;21;3;18;1;1;32;14,28571429;23,14285714;233,6372927;41;1;21;26,64073171;5;13,51470203;CNT;0;0;1;2;11;5;8;1;8;1;3
CNT - Tramites - TEXTO 0117 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;506;95;69;50;15;50;3;0;23;30;26,5;247,5832456;31,66666667;0;15,83333333;19,4902807;7;13,27272727;CNT;4;1;18;6;21;7;19;0;12;1;5
CNT - Tramites - TEXTO 0118 ACOMETIDAS.txt;170;38;30;18;6;16;1;1;30;33,33333333;31,66666667;222,8472632;38;1;19,5;18,64105263;2;12,93052826;CNT;1;1;2;2;8;3;8;1;7;1;4
CNT - Tramites - TEXTO 0118 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;503;99;72;56;20;60;2;2;36;35,71428571;35,85714286;302,7364091;49,5;1;25,25;27,25060606;6;13,93070349;CNT;3;0;23;5;21;3;18;5;13;0;8
CNT - Tramites - TEXTO 0119 ACOMETIDAS.txt;174;32;24;18;3;16;1;1;24;16,66666667;20,33333333;239,388;32;1;16,5;20,180625;1;14,06119865;CNT;1;0;1;0;11;3;7;3;6;0;0
CNT - Tramites - TEXTO 0119 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;277;53;41;30;7;24;1;1;41;23,33333333;32,16666667;257,5260566;53;1;27;29,68641509;3;13,23034125;CNT;2;2;4;2;13;3;12;3;5;0;7
CNT - Tramites - TEXTO 0120 ACOMETIDAS.txt;174;38;30;18;4;17;2;0;15;22,22222222;18,61111111;201,0078421;19;0;9,5;9,636842105;2;12,92220334;CNT;1;1;1;1;11;5;8;0;7;1;1
CNT - Tramites - TEXTO 0120 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;212;38;31;21;3;18;1;1;31;14,28571429;22,64285714;240,3104211;38;1;19,5;23,84684211;3;13,66666667;CNT;0;1;3;0;13;3;11;0;4;1;2
CNT - Tramites - TEXTO 0121 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;279;49;41;27;6;28;1;0;41;22,22222222;31,61111111;290,441;49;0;24,5;29,88816327;3;13;CNT;0;1;4;1;12;3;12;0;8;0;8
CNT - Tramites - TEXTO 0121 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;457;81;54;45;15;47;3;1;18;33,33333333;25,66666667;257,9689259;27;0,333333333;13,66666667;18,6437037;8;14,18722412;CNT;2;0;12;3;22;3;20;1;11;0;7
CNT - Tramites - TEXTO 0122 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;373;72;55;37;7;41;1;1;55;18,91891892;36,95945946;326,7896667;72;1;36,5;38,97041667;2;13,42952964;CNT;2;3;5;2;15;6;15;3;8;3;9
CNT - Tramites - TEXTO 0122 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;505;92;59;49;14;38;1;1;59;28,57142857;43,78571429;307,0758261;92;1;46,5;50,42380435;8;12,87325015;CNT;7;1;5;3;28;4;20;2;11;1;10
CNT - Tramites - TEXTO 0123 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;248;47;41;28;10;29;1;0;41;35,71428571;38,35714286;302,3506596;47;0;23,5;26,92276596;11;14,2;CNT;0;0;10;2;12;2;11;0;4;1;5
CNT - Tramites - TEXTO 0123 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;440;84;55;44;18;40;1;1;55;40,90909091;47,95454545;315,156;84;1;42,5;45,24142857;5;13,77541008;CNT;3;1;7;4;19;6;16;3;16;0;9
CNT - Tramites - TEXTO 0124 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;273;55;42;28;7;26;1;0;42;25;33,5;267,3459091;55;0;27,5;29,44872727;4;13,60876146;CNT;2;0;11;1;13;1;16;0;8;0;3
CNT - Tramites - TEXTO 0124 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;571;105;64;58;20;52;2;1;32;34,48275862;33,24137931;270,7925;52,5;0,5;26,5;30,43342857;11;13,50367804;CNT;1;3;11;1;30;7;26;3;14;1;8
CNT - Tramites - TEXTO 0125 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;207;40;29;20;5;20;1;1;29;25;27;252,26;40;1;20,5;22,94425;2;14,2184496;CNT;2;0;10;4;4;4;10;0;4;0;2
CNT - Tramites - TEXTO 0125 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;256;44;34;23;10;25;1;0;34;43,47826087;38,73913043;281,3187273;44;0;22;27,97363636;3;13,30684806;CNT;3;0;10;2;8;3;10;1;4;1;2
CNT - Tramites - TEXTO 0126 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;184;33;26;21;5;17;1;0;26;23,80952381;24,9047619;246,0242727;33;0;16,5;21,33181818;2;12,71688109;CNT;1;0;5;0;9;1;8;1;3;0;5
CNT - Tramites - TEXTO 0126 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;634;111;58;61;14;55;2;2;29;22,95081967;25,97540984;275,7049054;55,5;1;28,25;33,22216216;10;13,74892386;CNT;4;0;11;5;29;6;25;3;14;2;12
CNT - Tramites - TEXTO 0127 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;237;35;31;26;11;26;1;0;31;42,30769231;36,65384615;324,795;35;0;17,5;27,96342857;8;13,73180373;CNT;1;1;5;0;9;0;6;0;0;1;12
CNT - Tramites - TEXTO 0127 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;547;102;63;56;21;53;2;2;31,5;37,5;34,5;276,4648824;51;1;26;29,32852941;8;13,63829787;CNT;6;0;12;3;22;6;19;3;19;0;12
CNT - Tramites - TEXTO 0128 CONTRTACIÓN PLAN DE DATOS PARA EDUCADORAS.txt;307;55;46;32;12;32;1;0;46;37,5;41,75;303,5422727;55;0;27,5;32,36036364;5;13,79553503;CNT;0;1;14;1;11;5;10;1;6;2;5
CNT - Tramites - TEXTO 0128 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;250;43;33;25;10;20;1;1;33;40;36,5;245,5125814;43;1;22;27,45372093;3;14,06247501;CNT;1;1;4;1;7;5;6;3;6;3;6
CNT - Tramites - TEXTO 0129 BOLETINES DE PRENSA.txt;487;94;63;40;6;38;4;1;15,75;15;15,375;193,9434149;23,5;0,25;11,875;14,72180851;12;12,90066643;CNT;3;1;6;5;22;7;25;2;15;2;6
CNT - Tramites - TEXTO 0129 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;558;96;60;53;15;41;2;1;30;28,30188679;29,1509434;240,93825;48;0,5;24,25;29,946875;8;14,09741481;CNT;3;0;17;3;20;4;22;2;14;1;9
CNT - Tramites - TEXTO 0130 BOLETINES DE PRENSA.txt;279;55;42;27;4;26;1;1;42;14,81481481;28,40740741;267,3459091;55;1;28;29,96254545;3;14,12391962;CNT;4;2;2;3;16;5;11;2;4;3;3
CNT - Tramites - TEXTO 0130 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;224;40;33;22;5;19;1;0;33;22,72727273;27,86363636;243,965;40;0;20;24,946;2;15,0127689;CNT;1;0;5;1;9;2;9;1;8;0;4
CNT - Tramites - TEXTO 0131 BOLETINES DE PRENSA.txt;288;55;45;27;2;25;3;1;15;7,407407407;11,2037037;202,3165152;18,33333333;0,333333333;9,333333333;12,39993939;9;13,01448841;CNT;0;2;1;2;14;5;12;1;8;1;9
CNT - Tramites - TEXTO 0131 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;354;64;45;34;7;36;2;0;22,5;20,58823529;21,54411765;260,1255;32;0;16;20,6221875;3;13,39459459;CNT;4;0;4;1;16;2;13;3;10;1;10
CNT - Tramites - TEXTO 0132 BOLETINES DE PRENSA.txt;322;63;40;29;5;26;3;0;13,33333333;17,24137931;15,28735632;192,7223333;21;0;10,5;13,14333333;14;12,15956343;CNT;2;0;2;2;18;4;19;0;10;0;5
CNT - Tramites - TEXTO 0132 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;314;55;41;29;6;24;2;1;20,5;20,68965517;20,59482759;211,0329545;27,5;0,5;14;19,20981818;5;13,68429402;CNT;2;2;9;2;11;3;9;1;10;1;5
CNT - Tramites - TEXTO 0133 BOLETINES DE PRENSA.txt;322;63;40;29;5;26;3;0;13,33333333;17,24137931;15,28735632;192,7223333;21;0;10,5;13,14333333;14;12,15956343;CNT;2;0;2;2;18;4;19;0;10;0;5
CNT - Tramites - TEXTO 0133 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;329;57;35;29;10;31;1;1;35;34,48275862;34,74137931;294,1656316;57;1;29;34,25578947;3;13,74907953;CNT;4;0;8;2;14;4;12;1;10;0;2
CNT - Tramites - TEXTO 0134 COMUNICADOS.txt;358;62;46;32;6;29;1;0;46;18,75;32,375;276,9547742;62;0;31;36,76645161;6;13,80586388;CNT;3;0;10;0;14;2;14;0;13;0;6
CNT - Tramites - TEXTO 0134 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;272;50;37;28;8;27;1;0;37;28,57142857;32,78571429;281,622;50;0;25;29,1924;5;13,71545023;CNT;3;0;8;3;11;3;8;2;8;0;4
CNT - Tramites - TEXTO 0135 COMUNICADOS.txt;330;64;41;42;23;41;2;0;20,5;54,76190476;37,63095238;286,047375;32;0;16;18,8559375;7;14,21338204;CNT;4;0;19;1;12;1;10;1;4;2;10
CNT - Tramites - TEXTO 0135 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;549;96;71;55;17;53;2;1;35,5;30,90909091;33,20454545;282,41325;48;0,5;24,25;29,5053125;8;14,34090909;CNT;5;1;12;3;22;8;18;2;14;0;11
CNT - Tramites - TEXTO 0136 COMUNICADOS.txt;233;43;35;23;4;20;1;0;35;17,39130435;26,19565217;245,5125814;43;0;21,5;25,59162791;5;13,05284743;CNT;2;1;1;0;13;4;9;0;8;0;5
CNT - Tramites - TEXTO 0136 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;248;45;35;26;8;22;1;1;35;30,76923077;32,88461538;256,6183333;45;1;23;27,02733333;4;13,99088629;CNT;1;0;5;3;11;4;9;1;6;0;5
CNT - Tramites - TEXTO 0137 COMUNICADOS.txt;379;72;58;43;7;42;2;2;29;16,27906977;22,63953488;273,474;36;1;18,5;21,36291667;6;13,24077786;CNT;1;1;16;3;15;4;17;3;7;0;5
CNT - Tramites - TEXTO 0137 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;775;144;86;82;26;70;2;2;43;31,70731707;37,35365854;299,1396667;72;1;36,5;39,91895833;15;13,28363551;CNT;6;2;11;6;38;11;26;3;21;2;18
CNT - Tramites - TEXTO 0138 COMUNICADOS.txt;379;72;58;43;7;42;2;2;29;16,27906977;22,63953488;273,474;36;1;18,5;21,36291667;6;13,24077786;CNT;1;1;16;3;15;4;17;3;7;0;5
CNT - Tramites - TEXTO 0138 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;236;40;33;22;3;20;1;0;33;13,63636364;23,31818182;252,26;40;0;20;26,359;1;13,44407241;CNT;1;0;4;5;7;4;5;1;6;2;5
CNT - Tramites - TEXTO 0139 COMUNICADOS.txt;273;52;42;27;6;24;2;1;21;22,22222222;21,61111111;216,9724615;26;0,5;13,25;16,2975;8;13,20472018;CNT;2;1;4;3;13;6;13;1;4;1;4
CNT - Tramites - TEXTO 0139 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;458;82;55;45;8;42;2;1;27,5;17,77777778;22,63888889;257,9153415;41;0,5;20,75;25,37707317;5;13,26817093;CNT;3;0;7;4;21;5;17;3;13;0;9
CNT - Tramites - TEXTO 0140 COMUNICADOS.txt;320;58;46;31;11;26;1;0;46;35,48387097;40,74193548;264,059931;58;0;29;33,5562069;5;15,10844313;CNT;2;0;11;2;13;2;13;1;8;0;6
CNT - Tramites - TEXTO 0140 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;241;41;33;23;6;23;1;0;33;26,08695652;29,54347826;274,1007073;41;0;20,5;26,75560976;2;13,33333333;CNT;2;0;4;1;9;1;8;1;7;1;7
CNT - Tramites - TEXTO 0141 COMUNICADOS.txt;429;76;57;43;10;43;1;1;57;23,25581395;40,12790698;332,0129474;76;1;38,5;43,15671053;8;13,74282982;CNT;3;3;6;4;21;5;15;3;7;1;8
CNT - Tramites - TEXTO 0141 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;326;58;45;27;12;35;1;0;45;44,44444444;44,72222222;315,5461379;58;0;29;34,04344828;4;14,07407407;CNT;2;0;5;6;10;5;10;0;9;3;8
CNT - Tramites - TEXTO 0142 COMUNICADOS.txt;324;58;49;32;6;30;3;0;16,33333333;18,75;17,54166667;224,728023;19,33333333;0;9,666666667;14,54770115;6;13,54021921;CNT;2;3;3;0;14;6;10;1;8;3;7
CNT - Tramites - TEXTO 0142 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;307;54;44;30;8;27;1;1;44;26,66666667;35,33333333;274,786;54;1;27,5;32,34722222;4;13,30610626;CNT;2;1;4;4;12;5;8;2;8;1;7
CNT - Tramites - TEXTO 0143 COMUNICADOS.txt;369;68;49;38;9;29;2;0;24,5;23,68421053;24,09210526;218,2089412;34;0;17;21,12867647;4;13,54336146;CNT;2;0;11;3;15;5;18;1;7;1;5
