Order,id,token,abs_frecuency,rel_frecuency,length,number_syllables,token_possition,number_token_sentences,number_synonyms,number_hyponyms,number_hypernyms,Part_of_speech,freq_relative_word_before,freq_relative_word_after,len_word_before,len_word_after,mtld_diversity,propn,aux,verb,adp,noun,nn,sym,num,avgBert,complexity
6480,150820,digital,74,8.38786E-05,7,3,0.285714286,7,1,0,0,8,4.08058E-05,3.40049E-05,8,9,0,0,0,1,1,2,0,0,0,-0.033941271,0.2
6481,152469,intercambio,74,8.38786E-05,11,4,0.815384615,65,0,0,0,1,0.025177194,0.062481652,2,2,29.19715447,0,3,6,12,20,0,0,1,-0.033830281,0.2
6482,152651,intercambio,74,8.38786E-05,11,4,0.691358025,81,0,0,0,1,0.062481652,7.59442E-05,2,5,83.50363636,0,13,6,13,12,0,0,3,-0.034776765,0.4
6483,153200,cultura,74,8.38786E-05,7,3,0.818181818,33,0,0,0,1,0.034261024,0.007842653,2,3,152.46,1,2,5,6,7,0,0,0,-0.033366955,0.2
6484,157519,incrementar,74,8.38786E-05,11,4,0.947916667,96,0,0,0,0,0.035779907,0.007476534,3,1,76.42440318,1,8,17,15,10,0,0,5,-0.033498184,0.4
6485,157652,digital,74,8.38786E-05,7,3,0.923076923,13,1,0,0,8,2.83374E-05,0,8,0,0,0,0,1,2,2,0,1,0,-0.033602046,0.2
6486,157846,cultura,74,8.38786E-05,7,3,0.191780822,73,0,0,0,1,0.011993512,0.000185893,3,9,63.43368182,0,3,10,6,15,0,0,1,-0.033874063,0.4
6487,134697,nanómetros,73,8.27451E-05,10,3,0.371794872,78,0,0,0,1,0.016249786,7.48107E-05,3,7,94.64,1,7,9,8,13,0,0,3,-0.033441529,0.4
6488,134887,porcentaje,73,8.27451E-05,10,4,0.454545455,11,0,0,0,1,0.000710701,0.007842653,5,3,0,0,0,1,3,4,0,0,0,-0.032835083,0.2
6489,135009,circuito,73,8.27451E-05,8,3,0.5,72,0,0,0,1,0.013905718,2.38034E-05,2,7,72,0,5,7,10,19,0,0,2,-0.03342092,0.2
6490,135500,nanómetros,73,8.27451E-05,10,3,0.4,15,0,0,0,1,0.00016209,0.000199495,2,7,63,0,0,1,3,6,0,0,3,-0.033866728,0.2
6491,135981,nanómetros,73,8.27451E-05,10,3,0.20952381,105,0,0,0,1,0.00016209,0.006528932,2,3,65.61808623,1,7,14,14,19,0,0,3,-0.033866048,0.2
6492,137175,nanómetros,73,8.27451E-05,10,3,0.774193548,31,0,0,0,1,0.00016209,1.58689E-05,2,7,67.27,1,1,5,6,8,0,0,2,-0.034186261,0.4
6493,137705,nanómetros,73,8.27451E-05,10,3,0.944444444,18,0,0,0,1,3.40049E-06,0,3,0,90.72,0,0,4,3,4,0,0,2,-0.03360181,0.6
6494,137800,semántico,73,8.27451E-05,9,3,0.511111111,90,0,0,0,8,0.001070019,0.020588805,5,2,90,0,4,11,10,19,0,0,1,-0.033917363,0.4
6495,138637,diversas,73,8.27451E-05,8,3,0.720930233,43,0,0,0,8,0.010915558,0.000223299,3,6,47.06545455,0,3,4,7,12,0,0,0,-0.034096344,0.2
6496,139112,nanómetros,73,8.27451E-05,10,3,0.956521739,23,0,0,0,1,1.70024E-05,0,10,0,49.37333333,0,3,3,3,5,0,0,1,-0.032787231,0.6
6497,139258,semántico,73,8.27451E-05,9,3,0.565217391,46,0,0,0,8,0.025177194,0.001012211,2,5,37.63636364,2,3,4,4,12,0,0,1,-0.034396662,0.4
6498,139806,porcentaje,73,8.27451E-05,10,4,0.421052632,19,0,0,0,1,0.025177194,0.007842653,2,3,50.54,1,1,0,4,7,0,0,1,-0.033461341,0.4
6499,139912,complejo,73,8.27451E-05,8,3,0.974358974,78,0,0,0,1,0.003095575,0.008280182,3,2,81.588,0,9,11,7,16,0,0,1,-0.033593039,0.4
6500,140643,lógicas,73,8.27451E-05,7,2,0.271186441,59,0,0,0,1,0.000369519,0.024604779,9,1,38.57279088,3,0,6,10,20,0,0,1,-0.034536368,0.2
6501,141022,porcentaje,73,8.27451E-05,10,4,0.424242424,33,0,0,0,1,0.062481652,0.014280905,2,2,76.23,2,1,5,4,8,0,0,1,-0.033966135,0.2
6502,141223,circuito,73,8.27451E-05,8,3,0.421052632,57,0,0,0,1,0.003351745,1.92694E-05,2,9,90.972,1,1,3,12,15,0,0,0,-0.033792332,0.2
6503,141712,circuito,73,8.27451E-05,8,3,0.558139535,43,0,0,0,1,0.013905718,8.38786E-05,2,7,64.715,3,1,1,2,10,0,0,1,-0.034004344,0.2
6504,141849,porcentaje,73,8.27451E-05,10,4,0.565217391,46,0,0,0,1,0.005819364,0.062481652,4,2,46,1,2,2,10,14,0,0,1,-0.034908262,0.2
6505,142062,porcentaje,73,8.27451E-05,10,4,0.693548387,62,0,0,0,1,0.025177194,0.025177194,2,2,42.43209877,0,7,3,11,15,0,0,4,-0.034146514,0.4
6506,142377,nanómetros,73,8.27451E-05,10,3,0.222222222,18,0,0,0,1,0.00016209,0.062481652,2,2,18.072,4,0,1,6,3,0,0,2,-0.03292654,0.8
6507,143690,porcentaje,73,8.27451E-05,10,4,0.35,20,0,0,0,1,0.000131485,0.025177194,10,2,56,2,0,1,2,6,0,1,2,-0.034099524,0.6
6508,145651,diversas,73,8.27451E-05,8,3,0.473684211,19,0,0,0,8,0.003066104,0.000438663,5,15,101.08,0,1,4,1,4,0,0,1,-0.033952855,0.2
6509,146028,lógicas,73,8.27451E-05,7,2,0.583333333,36,0,0,0,1,0.000559947,0.005819364,11,4,60.48,2,1,5,4,9,0,0,0,-0.035356944,0.2
6510,147300,puertos,73,8.27451E-05,7,2,0.971428571,35,0,0,0,1,0.062481652,0,2,0,85.75,2,1,6,8,7,0,0,1,-0.033490689,0.4
6511,148161,circuito,73,8.27451E-05,8,3,0.4,5,0,0,0,1,0.007476534,0.062481652,1,2,0,2,0,0,1,1,0,0,0,-0.036487256,0.2
6512,148209,circuito,73,8.27451E-05,8,3,0.545454545,22,0,0,0,1,0.000273172,5.55413E-05,6,6,45.17333333,0,1,1,4,7,0,0,1,-0.034928808,0.4
6513,148791,puertos,73,8.27451E-05,7,2,0.691176471,68,0,0,0,1,0.062481652,0.035779907,2,3,67.51010753,0,5,7,7,17,0,0,1,-0.033366051,0.4
6514,149078,nanómetros,73,8.27451E-05,10,3,0.384615385,39,0,0,0,1,3.40049E-06,0.009542895,3,4,60.84,4,1,3,8,7,0,0,2,-0.034602431,0.6
6515,149253,semántico,73,8.27451E-05,9,3,0.533333333,90,0,0,0,8,0.001070019,0.008028546,5,3,65.01001201,0,8,9,11,24,0,0,1,-0.033487241,0.6
6516,149624,porcentaje,73,8.27451E-05,10,4,0.891891892,37,0,0,0,1,0.000710701,3.40049E-06,5,7,39.79555556,2,0,6,2,8,0,0,1,-0.033752453,0.2
6517,151320,porcentaje,73,8.27451E-05,10,4,0.702702703,37,0,0,0,1,0.025177194,0.062481652,2,2,54.76,0,2,4,9,10,0,0,0,-0.033742602,0.2
6518,152206,circuito,73,8.27451E-05,8,3,0.421052632,19,0,0,0,1,0.013905718,2.38034E-05,2,7,0,0,1,0,3,8,0,0,0,-0.034579503,0.4
6519,152624,complejo,73,8.27451E-05,8,3,0.509803922,102,0,0,0,1,0.003095575,0.007751973,3,2,27.64279686,1,8,16,12,15,0,0,2,-0.033968469,0.4
6520,152939,semántico,73,8.27451E-05,9,3,0.3125,32,0,0,0,8,0.000153022,9.06796E-05,6,10,33.92,0,0,2,5,11,0,0,1,-0.033178213,0.6
6521,153042,puertos,73,8.27451E-05,7,2,0.583333333,24,0,0,0,1,0.062481652,0.035779907,2,3,161.28,1,2,1,5,6,0,0,1,-0.034025023,0.4
6522,153346,semántico,73,8.27451E-05,9,3,0.638888889,108,0,0,0,8,0.001070019,0.035779907,5,3,42.12765957,0,3,11,15,28,0,0,1,-0.033189881,0.4
6523,153856,circuito,73,8.27451E-05,8,3,0.421052632,19,0,0,0,1,0.013905718,2.38034E-05,2,7,0,0,1,0,3,8,0,0,0,-0.034372434,0.2
6524,153944,circuito,73,8.27451E-05,8,3,0.493975904,83,0,0,0,1,0.013905718,4.64733E-05,2,7,41.5,0,9,13,5,17,0,0,2,-0.03382425,0.4
6525,154253,nanómetros,73,8.27451E-05,10,3,0.909090909,11,0,0,0,1,0.000136019,0,2,0,33.88,0,1,1,3,3,0,0,2,-0.03378144,0.4
6526,154488,semántico,73,8.27451E-05,9,3,0.7,20,0,0,0,8,0.000298109,9.06796E-05,4,10,112,0,2,2,3,1,0,0,0,-0.034035391,0.8
6527,155174,semántico,73,8.27451E-05,9,3,0.1,50,0,0,0,8,0.000752641,0.025177194,8,2,26.83447099,0,4,8,4,8,0,0,1,-0.033357663,0.2
6528,156174,semántico,73,8.27451E-05,9,3,0.794871795,78,0,0,0,8,0.000752641,0.000129218,8,10,28.94160584,0,4,2,15,31,0,0,1,-0.033166176,0.4
6529,156504,diversas,73,8.27451E-05,8,3,0.246376812,69,0,0,0,8,0.020756563,0.000369519,1,9,121.1890909,0,1,9,10,20,0,0,1,-0.034242055,0.2
6530,156828,circuito,73,8.27451E-05,8,3,0.166666667,42,0,0,0,1,0.000141687,0.016377871,7,2,45.696,1,3,2,3,10,0,0,2,-0.034704808,0.4
6531,157563,circuito,73,8.27451E-05,8,3,0.47826087,23,0,0,0,1,0.013905718,8.72791E-05,2,11,74.06,1,1,2,3,6,0,0,0,-0.034634692,0.2
6532,157836,semántico,73,8.27451E-05,9,3,0.840909091,44,0,0,0,8,0.000752641,0.024604779,8,1,44.58666667,3,3,4,8,9,0,0,0,-0.033556332,0.4
6533,158475,lógicas,73,8.27451E-05,7,2,0.625,24,0,0,0,1,0.000559947,0.005819364,11,4,161.28,0,1,0,3,6,0,0,1,-0.034132556,0.4
6534,158582,éxito,73,8.27451E-05,5,2,0.412698413,63,0,0,0,1,0.006528932,0.020756563,3,1,85.48615385,2,2,3,16,18,0,0,1,-0.033767558,0.2
6535,158931,circuito,73,8.27451E-05,8,3,0.714285714,98,0,0,0,1,0.013905718,1.92694E-05,2,14,63.05443648,3,2,12,21,18,0,0,1,-0.033099106,0.2
6536,158980,lógicas,73,8.27451E-05,7,2,0.25,8,0,0,0,1,0.000559947,3.85388E-05,11,3,0,4,0,0,0,2,0,0,1,-0.034427032,0.2
6537,158990,semántico,73,8.27451E-05,9,3,0.805555556,36,0,0,0,8,0.025177194,0.007476534,2,1,90.72,0,2,2,3,9,0,0,2,-0.033921582,0.6
6538,159407,nanómetros,73,8.27451E-05,10,3,0.085365854,82,0,0,0,1,0.00016209,0.000502138,2,4,64.14015152,1,9,6,8,18,0,0,7,-0.033634809,0.6
6539,159511,semántico,73,8.27451E-05,9,3,0.238636364,88,0,0,0,8,3.28714E-05,0.000504405,11,7,56.03002451,2,3,11,12,18,0,0,0,-0.033617077,0.6
6540,159616,diversas,73,8.27451E-05,8,3,0.541666667,24,0,0,0,8,0.001500748,0.000150755,3,5,0,0,0,3,5,6,0,0,0,-0.034100661,0.2
6541,160499,nanómetros,73,8.27451E-05,10,3,0.551282051,78,0,0,0,1,0.000511206,0.008028546,5,3,46.46296296,0,3,13,7,13,0,1,1,-0.033694832,0.2
6542,161164,nanómetros,73,8.27451E-05,10,3,0.266666667,30,0,0,0,1,0.00016209,0.035779907,2,3,50.4,0,3,1,4,8,0,0,2,-0.033271254,0.4
6543,161174,circuito,73,8.27451E-05,8,3,0.5,28,0,0,0,1,0.013905718,0.035779907,2,3,73.17333333,1,3,2,4,7,0,0,0,-0.033782592,0.4
6544,161291,lógicas,73,8.27451E-05,7,2,0,12,0,0,0,1,0,0.002541296,0,6,0,0,0,2,0,4,0,0,0,-0.034629809,0.4
6545,134610,presupuesto,72,8.16116E-05,11,4,0.777777778,45,0,0,0,1,0.025177194,0.007842653,2,3,35.76338851,0,0,3,10,18,0,0,1,-0.033542374,0.2
6546,134637,mecanismo,72,8.16116E-05,9,4,0.710526316,38,0,0,0,1,5.44078E-05,0.062481652,10,2,50.54,0,0,2,10,15,0,0,0,-0.034469136,0.2
6547,134951,eficiencia,72,8.16116E-05,10,4,0.888888889,9,0,0,0,1,0.024604779,0,1,0,22.68,2,0,2,0,2,0,0,0,-0.034146937,0.2
6548,135419,cursor,72,8.16116E-05,6,2,0.1,60,2,0,1,1,0.000366119,4.19393E-05,6,1,25,30,0,1,2,11,0,0,3,-0.034265375,0.2
6549,135484,validación,72,8.16116E-05,10,4,0.714285714,14,0,0,0,1,0.062481652,0.009542895,2,4,27.44,1,0,1,4,5,0,0,0,-0.033506861,0.2
6550,135536,validación,72,8.16116E-05,10,4,0.666666667,3,0,0,0,1,0.062481652,0,2,0,0,1,0,0,1,1,0,0,0,-0.033106425,0.4
6551,136394,eficiencia,72,8.16116E-05,10,4,0,17,0,0,0,1,0,0.000912464,0,1,40.46,7,0,0,3,4,0,0,2,-0.034572297,0.2
6552,136577,relacional,72,8.16116E-05,10,4,0.192307692,52,0,0,0,8,0.004193932,0.016377871,5,2,53.04,1,2,4,12,15,0,0,1,-0.035057897,0.4
6553,137111,diferenciales,72,8.16116E-05,13,5,0.101449275,69,0,0,0,1,0.000167757,0.000336648,10,8,63.77272727,1,5,4,8,16,0,0,1,-0.035355332,0.2
6554,137710,diferenciales,72,8.16116E-05,13,5,0.494252874,87,0,0,0,1,0.016249786,0.003446959,3,8,44.1744186,3,8,14,12,17,0,0,1,-0.03456039,0.2
6555,137938,prima,72,8.16116E-05,5,2,0.928571429,28,5,0,0,1,0.001051883,0.024604779,6,1,73.17333333,0,2,1,2,9,0,0,0,-0.034950531,0.4
6556,138316,medición,72,8.16116E-05,8,3,0.704545455,88,0,0,0,1,0.034261024,0.003351745,2,2,29.87654321,0,4,13,13,23,0,0,1,-0.033901507,0.6
6557,138317,relacional,72,8.16116E-05,10,4,0.291666667,24,0,0,0,8,0.004193932,7.48107E-05,5,7,40.32,0,0,1,5,9,0,0,0,-0.034494009,0.2
6558,138588,compradores,72,8.16116E-05,11,4,0.86440678,118,0,0,0,1,0.016249786,0.024604779,3,1,71.0443787,0,5,22,11,18,0,0,1,-0.032836776,0.2
6559,138706,medición,72,8.16116E-05,8,3,0.545454545,11,0,0,0,1,0.024604779,6.34757E-05,1,6,0,3,0,0,1,2,0,0,2,-0.03381944,0.2
6560,138765,validación,72,8.16116E-05,10,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.038094494,0.6
6561,138904,diferenciales,72,8.16116E-05,13,5,0.266666667,30,0,0,0,1,0.000167757,2.26699E-05,10,11,42,0,3,3,8,7,0,0,1,-0.034563893,0.2
6562,139384,presupuesto,72,8.16116E-05,11,4,0.56043956,91,0,0,0,1,0.007842653,0.020756563,3,1,65.43079153,0,3,11,16,20,0,0,1,-0.033441452,0.4
6563,139612,presupuesto,72,8.16116E-05,11,4,0.962264151,53,0,0,0,1,0.062481652,0.000464733,2,3,54.17551282,0,2,3,10,17,0,0,1,-0.033879162,0.2
6564,139690,relacional,72,8.16116E-05,10,4,0.647058824,17,0,0,0,8,0.062481652,6.12087E-05,2,14,80.92,0,1,3,3,4,0,0,0,-0.035168135,0.2
6565,140186,medición,72,8.16116E-05,8,3,0.333333333,6,0,0,0,1,0.000141687,0.007842653,2,3,0,2,0,0,1,1,0,0,1,-0.034258206,0.4
6566,140272,validación,72,8.16116E-05,10,4,0.176470588,17,0,0,0,1,0.034261024,0.062481652,2,2,20.23,0,0,2,3,6,0,0,0,-0.033853131,0.2
6567,140737,medición,72,8.16116E-05,8,3,0.666666667,96,0,0,0,1,0.003131847,0.001107425,2,3,83.95986622,0,6,13,12,19,0,0,1,-0.033430948,0.2
6568,140781,eficiencia,72,8.16116E-05,10,4,0.616666667,60,0,0,0,1,1.36019E-05,0.003351745,5,2,77.53846154,1,5,10,8,11,0,0,1,-0.033723444,0.2
6569,141897,presupuesto,72,8.16116E-05,11,4,0.44,25,0,0,0,1,0.025177194,0.007476534,2,1,175,3,1,1,5,6,0,0,1,-0.0340105,0.2
6570,142095,mecanismo,72,8.16116E-05,9,4,0.058823529,17,0,0,0,1,7.48107E-05,0.000498738,14,8,80.92,5,1,1,2,3,0,0,0,-0.034567462,0.4
6571,142152,eficiencia,72,8.16116E-05,10,4,0,8,0,0,0,1,0,0.062481652,0,2,8.96,1,0,0,2,4,0,0,0,-0.033283687,0.2
6572,143014,eficiencia,72,8.16116E-05,10,4,0.364864865,74,0,0,0,1,7.70777E-05,0.000406925,11,10,69.02688172,1,7,5,9,17,0,0,1,-0.034227433,0.6
6573,143268,validación,72,8.16116E-05,10,4,0.652173913,23,0,0,0,1,0.062481652,0.024604779,2,1,37.03,11,0,0,4,5,0,0,0,-0.032673139,0.4
6574,143517,eficiencia,72,8.16116E-05,10,4,0.973154362,149,0,0,0,1,0.062481652,0.024604779,2,1,50.97056484,0,13,20,15,28,0,0,1,-0.033712734,0.6
6575,143578,validación,72,8.16116E-05,10,4,0.6875,32,0,0,0,1,0.034261024,0.007842653,2,3,33.92,0,2,2,6,11,0,0,0,-0.032279787,0.2
6576,144020,presupuesto,72,8.16116E-05,11,4,0.898550725,69,0,0,0,1,0.025177194,0.00011335,2,8,37.375,0,6,8,10,20,0,0,1,-0.033510553,0.2
6577,144068,definen,72,8.16116E-05,7,3,0.088495575,113,0,0,0,0,0.000656294,0.016249786,8,3,37.66666667,0,8,11,17,25,0,0,6,-0.033809007,0.2
6578,144181,medición,72,8.16116E-05,8,3,0.414285714,70,0,0,0,1,0.000487403,0.00285074,6,7,45.89928904,0,6,5,11,20,0,0,1,-0.034348362,0.4
6579,144422,cursor,72,8.16116E-05,6,2,0.142857143,28,2,0,1,1,0.007842653,6.23422E-05,3,9,73.17333333,8,0,2,5,8,0,0,1,-0.034524552,0.2
6580,144627,diferenciales,72,8.16116E-05,13,5,0.432432432,37,0,0,0,1,0.016249786,2.72039E-05,3,8,42.59111111,2,1,4,5,7,0,0,1,-0.034700186,0.6
6581,144710,vértice,72,8.16116E-05,7,2,0.25,16,0,0,0,1,0.000477201,0.000249369,9,1,35.84,0,0,2,4,6,0,0,0,-0.034026939,0.2
6582,144789,presupuesto,72,8.16116E-05,11,4,0.3125,16,0,0,0,1,0.001474677,0.00179659,3,8,0,0,2,1,2,4,0,0,1,-0.033624943,0.4
6583,144842,mecanismo,72,8.16116E-05,9,4,0.166666667,24,0,0,0,1,0.025177194,0.062481652,2,2,32.256,1,2,1,4,6,0,0,0,-0.032621467,0.4
6584,144944,teoría,72,8.16116E-05,6,2,0.847058824,85,0,0,0,1,0.020588805,0.000102015,2,7,88.47727273,0,5,8,8,16,0,0,1,-0.034437205,0.2
6585,145024,teoría,72,8.16116E-05,6,2,0.956521739,23,0,0,0,1,0.000214231,0,7,0,74.06,0,1,3,2,7,0,0,0,-0.035139934,0.2
6586,145180,validación,72,8.16116E-05,10,4,0.666666667,9,0,0,0,1,0.024604779,0.014280905,1,2,22.68,0,0,1,0,4,0,0,0,-0.033631904,0.4
6587,145255,campos,72,8.16116E-05,6,2,0.588235294,102,0,0,0,1,1.58689E-05,0.024604779,7,1,36.38977636,0,6,9,13,29,0,0,2,-0.034197898,0.2
6588,145261,eficiencia,72,8.16116E-05,10,4,0.96875,32,0,0,0,1,0.024604779,0,1,0,71.68,3,1,3,4,11,0,0,0,-0.032859872,0.2
6589,145366,abstracta,72,8.16116E-05,9,3,0.277777778,90,0,0,0,1,0.000477201,0.007751973,5,2,42.45475113,0,8,8,7,15,0,0,1,-0.033367144,0.6
6590,145650,mecanismo,72,8.16116E-05,9,4,0.75,20,0,0,0,1,0.000498738,0.062481652,8,2,112,2,2,0,5,6,0,0,0,-0.034578904,0.2
6591,145676,abstracta,72,8.16116E-05,9,3,0.253968254,63,0,0,0,1,2.83374E-05,0.035779907,10,3,55.09866221,0,6,2,7,16,0,0,1,-0.034440085,0.2
6592,146091,diferenciales,72,8.16116E-05,13,5,0.096774194,31,0,0,0,1,0.000167757,0.062481652,10,2,33.68836066,6,1,0,4,7,0,1,1,-0.035458579,0.2
6593,146100,teoría,72,8.16116E-05,6,2,0.315789474,57,0,0,0,1,0.034261024,0.062481652,2,2,64.98,0,5,4,8,11,0,0,2,-0.032777601,0.2
6594,146262,eficiencia,72,8.16116E-05,10,4,0.06,50,0,0,0,1,7.36772E-05,0.020588805,8,2,87.5,0,0,7,10,15,0,0,0,-0.033257574,0.6
6595,146530,prima,72,8.16116E-05,5,2,0.363636364,33,5,0,0,1,0.011993512,0.000130352,3,5,152.46,1,1,3,5,8,0,0,1,-0.033999378,0.2
6596,146858,abstracta,72,8.16116E-05,9,3,0.220779221,77,0,0,0,1,0.000477201,0.001625432,5,5,25.66666667,0,11,6,3,15,0,0,1,-0.033685572,0.2
6597,146883,mecanismo,72,8.16116E-05,9,4,0.129032258,31,0,0,0,1,0.013905718,0.000498738,2,8,32.3175,0,1,1,8,10,0,0,0,-0.0343645,0.2
6598,146910,teoría,72,8.16116E-05,6,2,0.097560976,82,0,0,0,1,0.000155289,0.062481652,5,2,89.65333333,0,8,6,10,17,0,0,2,-0.033074009,0.4
6599,147017,presupuesto,72,8.16116E-05,11,4,0.344827586,29,0,0,0,1,0.025177194,0.008280182,2,2,47.096,0,1,7,2,3,0,0,0,-0.033827829,0.2
6600,147173,validación,72,8.16116E-05,10,4,0.0625,32,0,0,0,1,0.00014282,0.001972282,2,4,143.36,1,1,3,4,9,0,0,1,-0.033813134,0.2
6601,147205,vértice,72,8.16116E-05,7,2,0.166666667,12,0,0,0,1,0.013905718,0.008280182,2,2,0,0,1,2,0,2,0,0,0,-0.034626219,0.4
6602,147253,abstracta,72,8.16116E-05,9,3,0.310810811,74,0,0,0,1,1.81359E-05,0.062481652,5,2,127.7733333,0,4,17,8,15,0,0,1,-0.033792604,0.6
6603,147312,abstracta,72,8.16116E-05,9,3,0.5,42,0,0,0,1,0.001353393,0.020756563,6,1,42,0,4,3,5,9,0,0,0,-0.034148078,0.2
6604,147368,presupuesto,72,8.16116E-05,11,4,0.428571429,70,0,0,0,1,0.007842653,0.000269772,3,5,91.46666667,1,2,7,13,20,0,0,1,-0.033470006,0.2
6605,147521,presupuesto,72,8.16116E-05,11,4,0.982142857,56,0,0,0,1,0.020588805,0,2,0,87.808,0,4,6,7,11,0,0,1,-0.034104589,0.2
6606,147578,vértice,72,8.16116E-05,7,2,0.875,24,0,0,0,1,0.013905718,0.020756563,2,1,19.94594595,0,0,2,8,8,0,0,0,-0.034568459,0.2
6607,147708,eficiencia,72,8.16116E-05,10,4,0.333333333,9,0,0,0,1,0.034261024,0.020588805,2,2,22.68,1,0,0,3,3,0,0,0,-0.035763839,0.4
6608,147869,eficiencia,72,8.16116E-05,10,4,0.942857143,35,0,0,0,1,0.034261024,0.000200629,2,5,57.16666667,0,1,6,4,5,0,0,0,-0.034145824,0.2
6609,148049,diferenciales,72,8.16116E-05,13,5,0.379310345,29,0,0,0,1,0.016249786,0.001789789,3,4,78.49333333,0,5,3,6,5,0,0,0,-0.033677042,0.4
6610,148091,diferenciales,72,8.16116E-05,13,5,0.466666667,30,0,0,0,1,0.000167757,3.51383E-05,10,10,50.4,0,3,0,4,6,0,0,1,-0.035647907,0.2
6611,148132,eficiencia,72,8.16116E-05,10,4,0.693877551,98,0,0,0,1,0.034261024,0.062481652,2,2,76.14938685,0,5,14,12,24,0,0,1,-0.03363334,0.6
6612,148542,mecanismo,72,8.16116E-05,9,4,0.869565217,92,0,0,0,1,0.013905718,0.062481652,2,2,57.12831183,3,4,14,20,25,0,0,1,-0.033212207,1
6613,148718,prima,72,8.16116E-05,5,2,0.318181818,44,5,0,0,1,0.034261024,0.002624041,2,3,42.00722581,3,2,2,2,7,0,1,4,-0.034433589,0.2
6614,149331,abstracta,72,8.16116E-05,9,3,0.146341463,41,0,0,0,1,0.001353393,0.008280182,6,2,58.835,0,3,4,6,10,0,0,1,-0.033136699,0.6
6615,149959,eficiencia,72,8.16116E-05,10,4,0.85,40,0,0,0,1,0.003095575,0.016249786,3,3,42.4,0,1,6,6,12,0,0,1,-0.034213756,0.8
6616,151065,relacional,72,8.16116E-05,10,4,0.534883721,43,0,0,0,8,0.000134886,0.034261024,4,2,33.73275862,1,2,1,10,12,0,0,0,-0.033800504,0.2
6617,151750,validación,72,8.16116E-05,10,4,0.653846154,52,0,0,0,1,0.034261024,0.014280905,2,2,45.15789474,0,3,9,6,10,0,0,0,-0.033464541,0.2
6618,151774,vértice,72,8.16116E-05,7,2,0.5,22,0,0,0,1,0.013905718,0.016377871,2,2,45.17333333,0,1,0,3,7,0,0,1,-0.034651286,0.2
6619,151964,cursor,72,8.16116E-05,6,2,0.096774194,31,2,0,1,1,0.013905718,0.016377871,2,2,89.69333333,2,1,3,5,9,0,0,1,-0.035036206,0.6
6620,151992,mecanismo,72,8.16116E-05,9,4,0.25,88,0,0,0,1,0.013905718,0.000786646,2,10,40.0270599,0,2,8,16,24,0,0,1,-0.033113897,0.2
6621,152149,mecanismo,72,8.16116E-05,9,4,0.454545455,33,0,0,0,1,0.013905718,0.035779907,2,3,50.82,1,1,2,4,11,0,0,1,-0.033540674,0.4
6622,152351,validación,72,8.16116E-05,10,4,0.759493671,79,0,0,0,1,0.024604779,8.72791E-05,1,4,42.9127002,0,4,13,12,18,0,0,1,-0.033861273,0.6
6623,152704,relacional,72,8.16116E-05,10,4,0.185185185,81,0,0,0,8,0.000663095,9.06796E-05,3,8,65.15217391,0,5,7,16,22,0,0,1,-0.033978554,0.6
6624,152818,validación,72,8.16116E-05,10,4,0.555555556,54,0,0,0,1,0.001606163,0.003110311,3,2,102.06,0,3,9,4,11,0,0,1,-0.033972121,0.2
6625,153075,eficiencia,72,8.16116E-05,10,4,0.43902439,41,0,0,0,1,0.062481652,0.035779907,2,3,25.36788023,0,0,4,9,15,0,0,1,-0.034346601,0.2
6626,153182,presupuesto,72,8.16116E-05,11,4,0.326530612,98,0,0,0,1,0.000501005,0.00083992,7,7,81.639399,0,6,16,13,19,0,0,3,-0.033607977,0.2
6627,153401,eficiencia,72,8.16116E-05,10,4,0.571428571,7,0,0,0,1,0.003131847,0.001082488,2,3,0,0,1,0,1,1,0,0,0,-0.036256267,0.2
6628,153790,vértice,72,8.16116E-05,7,2,0.193548387,31,0,0,0,1,0.013905718,6.23422E-05,2,10,44.84666667,0,0,6,8,8,0,0,0,-0.035153271,0.4
6629,153967,campos,72,8.16116E-05,6,2,0.413793103,29,0,0,0,1,0.001500748,3.40049E-06,3,11,117.74,3,1,4,4,6,0,0,1,-0.033908367,0.2
6630,154366,eficiencia,72,8.16116E-05,10,4,0.741935484,31,0,0,0,1,0.034261024,0.024604779,2,1,53.816,1,1,2,7,8,0,0,1,-0.033563224,0.2
6631,154748,medición,72,8.16116E-05,8,3,0.396694215,121,0,0,0,1,0.034261024,0.007842653,2,3,72.91639648,1,9,12,17,29,0,0,2,-0.033914613,0.2
6632,154752,eficiencia,72,8.16116E-05,10,4,0.158878505,107,0,0,0,1,0.062481652,0.000247102,2,14,55.48148148,0,3,16,17,27,0,0,1,-0.033257242,0.2
6633,154982,eficiencia,72,8.16116E-05,10,4,0.8,15,0,0,0,1,0.000179092,0.024604779,4,1,63,1,2,2,4,3,0,0,0,-0.034762758,0.2
6634,155376,validación,72,8.16116E-05,10,4,0.75,32,0,0,0,1,0.062481652,0.062481652,2,2,57.344,0,2,3,4,7,0,0,1,-0.033554076,0.6
6635,156111,campos,72,8.16116E-05,6,2,0.4,35,0,0,0,1,1.58689E-05,0.00083992,8,7,49,0,1,6,6,13,0,0,1,-0.034640736,0.2
6636,156215,mecanismo,72,8.16116E-05,9,4,0.778761062,113,0,0,0,1,0.013905718,0.062481652,2,2,23.4039763,3,2,10,29,34,0,0,3,-0.034285539,0.2
